Temperoculture,Unnamed: 0,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
MlJeJe2+400,1129,['Niger Inland Delta'],Jenne-jeno,400,500,2000.0,800.0,500.0,1,,,2.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.0,0.1,0.1,0.1,0.1,1.0,0.1,,1.0,0.1,,0.1,0.1,0.0,0.1,0.1,1.0,,,,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,398.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase I,continuation,Jenne-Jeno Phase II,Sahel Tell Culture,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe2,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",19.10720996964787,14.586493895771037,0.0,16.50514997831991,12.828088332961178,0.0,16.096910013008056,11.92612897938776,0.0,27.0,8.837540958386262,0.0,1.9727272727272729,0.3615357664794382,0.0,1.7000000000000002,0.8346566460698142,0.0,26.0,8.837540958386262,0.0,0.6666666666666666,0.0,0.0,13.0,4.418770479193132,0.0
MlJeJe3+400,1130,['Niger Inland Delta'],Jenne-jeno,400,500,10000.0,1100.0,7000.0,1,,,3.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.0,0.1,0.1,0.1,,1.0,0.1,,1.0,0.1,,0.1,1.0,1.0,0.1,1.0,1.0,,,,1.0,,1.0,1.0,0.1,0.0,0.1,1.0,,0.0,0.1,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,1.0,898.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase II,continuation,Jenne-Jeno Phase IV,Jenne Culture,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe3,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",22.40823996531185,17.675081916772527,0.0,19.40823996531185,13.4392162128111,0.0,18.795880017344075,16.990605708818368,0.0,29.0,13.256311437579393,0.0,2.0545454545454547,0.3615357664794382,0.0,1.8888888888888893,2.553067387978254,0.0,28.0,8.837540958386262,0.0,0.6666666666666666,0.0,0.0,14.0,4.418770479193132,0.0
MlJeJe3+500,1131,['Niger Inland Delta'],Jenne-jeno,500,600,10000.0,1100.0,7000.0,1,,,3.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.0,0.1,0.1,0.1,,1.0,0.1,,1.0,0.1,,0.1,1.0,1.0,0.1,1.0,1.0,,,,1.0,,1.0,1.0,0.1,0.0,0.1,1.0,,0.0,0.1,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,1.0,898.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase II,continuation,Jenne-Jeno Phase IV,Jenne Culture,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe3,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",26.40823996531185,13.383239316725106,0.0,27.44963265047008,10.175921540402426,0.0,22.64097805735833,12.864966816445365,0.0,38.66666666666666,10.037429487543832,0.0,3.0454545454545463,0.2737480769330136,0.0,2.688888888888889,1.9331345679714043,0.0,38.0,6.691619658362553,0.0,1.1111111111111112,0.0,0.0,19.0,3.3458098291812766,0.0
MlJeJe3+600,1132,['Niger Inland Delta'],Jenne-jeno,600,700,10000.0,1100.0,7000.0,1,,,3.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.0,0.1,0.1,0.1,,1.0,0.1,,1.0,0.1,,0.1,1.0,1.0,0.1,1.0,1.0,,,,1.0,,1.0,1.0,0.1,0.0,0.1,1.0,,0.0,0.1,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,1.0,898.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase II,continuation,Jenne-Jeno Phase IV,Jenne Culture,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe3,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",30.40823996531185,17.377117025937668,0.0,37.18999533996433,13.212659152956322,0.0,26.48607609737259,16.70417965438283,0.0,49.0,13.032837769453256,0.0,3.5818181818181825,0.3554410300759979,0.0,3.3777777777777778,2.510028014857664,0.0,44.0,8.688558512968834,0.0,1.3333333333333337,0.0,0.0,22.0,4.344279256484417,0.0
MlJeJe3+700,1133,['Niger Inland Delta'],Jenne-jeno,700,800,10000.0,1100.0,7000.0,1,,,3.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.0,0.1,0.1,0.1,,1.0,0.1,,1.0,0.1,,0.1,1.0,1.0,0.1,1.0,1.0,,,,1.0,,1.0,1.0,0.1,0.0,0.1,1.0,,0.0,0.1,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,1.0,898.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase II,continuation,Jenne-Jeno Phase IV,Jenne Culture,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe3,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",40.40823996531185,20.864476297944325,0.0,57.47442607380885,15.864266398056259,0.0,34.507265396442534,20.056489229787413,0.0,58.33333333333334,15.648357223458245,0.0,4.918181818181818,0.42677337882158856,0.0,5.311111111111111,3.0137576874808465,0.0,56.0,10.432238148972164,0.0,1.5555555555555558,0.0,0.0,33.0,5.216119074486081,0.0
MlJeJe3+800,1134,['Niger Inland Delta'],Jenne-jeno,800,900,10000.0,1100.0,7000.0,1,,,3.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.0,0.1,0.1,0.1,,1.0,0.1,,1.0,0.1,,0.1,1.0,1.0,0.1,1.0,1.0,,,,1.0,,1.0,1.0,0.1,0.0,0.1,1.0,,0.0,0.1,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,1.0,898.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase II,continuation,Jenne-Jeno Phase IV,Jenne Culture,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe3,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",50.40823996531185,17.006852010885357,0.0,67.75885680765336,12.931128825868793,0.0,42.528454695512465,16.348253333466953,0.0,65.33333333333334,12.75513900816402,0.0,5.8000000000000025,0.3478674274953823,0.0,7.133333333333333,2.4565452904612184,0.0,64.0,8.503426005442678,0.0,1.5555555555555558,0.0,0.0,42.0,4.251713002721339,0.0
MlJeJe3+900,1135,['Niger Inland Delta'],Jenne-jeno,900,1000,10000.0,1100.0,7000.0,1,,,3.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.0,0.1,0.1,0.1,,1.0,0.1,,1.0,0.1,,0.1,1.0,1.0,0.1,1.0,1.0,,,,1.0,,1.0,1.0,0.1,0.0,0.1,1.0,,0.0,0.1,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,,,0.1,0.1,1.0,898.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase II,continuation,Jenne-Jeno Phase IV,Jenne Culture,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe3,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",64.80617997398389,21.365912066250576,0.0,79.38571022232009,16.245532167507097,0.0,54.85067399024639,20.538506652264267,0.0,76.0,16.024434049687933,0.0,7.627272727272729,0.43703001953694376,0.0,9.199999999999998,3.086187298458417,0.0,78.0,10.682956033125288,0.0,2.0000000000000004,0.0,0.0,57.0,5.341478016562644,0.0
MlJeJe4+900,1136,['Niger Inland Delta'],Jenne-jeno,900,1000,25000.0,1100.0,20000.0,1,,,,,,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,,1.0,0.1,,1.0,0.1,,0.1,1.0,1.0,0.1,1.0,1.0,,,,1.0,,1.0,1.0,0.1,0.0,0.1,1.0,,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,,,0.1,0.1,1.0,1099.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase III,contination,Sosso Kingdom,Jenne Culture,25000,,,,,,,,,,,crafting rituals,not applicable,monthly,monthly,,,,,figurine worship,not applicable,monthly,monthly,figurine worship,not applicable,monthly,monthly,,,,,-1.259711658161395,,,,,,MlJeJe4,0.1111111111111111,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",60.40823996531185,23.49149987448301,0.0,76.34431753716186,16.245532167507097,0.0,50.5496439945824,22.973857170415677,0.0,,0.0,0.0,7.545454545454548,0.43703001953694376,0.0,8.62222222222222,3.086187298458417,0.0,76.0,10.682956033125288,0.0,2.0000000000000004,0.0,0.0,52.0,26.707390082813223,0.0
MlJeJe4+1000,1137,['Niger Inland Delta'],Jenne-jeno,1000,1100,25000.0,1100.0,20000.0,1,,,,,,0.1,1.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,,1.0,0.1,,1.0,0.1,,0.1,1.0,1.0,0.1,1.0,1.0,,,,1.0,,1.0,1.0,0.1,0.0,0.1,1.0,,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,,,0.1,0.1,1.0,1099.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase III,contination,Sosso Kingdom,Jenne Culture,25000,,,,,,,,,,,crafting rituals,not applicable,monthly,monthly,,,,,figurine worship,not applicable,monthly,monthly,figurine worship,not applicable,monthly,monthly,,,,,-1.332145044422031,,,,,,MlJeJe4,0.1111111111111111,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",68.80617997398389,19.27776668606849,0.0,84.12607291181433,13.331527594642976,0.0,58.69577203026064,18.852974938880184,0.0,,0.0,0.0,8.20909090909091,0.7172775511530907,0.0,10.44444444444444,2.53260962505906,0.0,88.0,8.766725625204439,0.0,2.2222222222222228,0.0,0.0,63.0,21.916814063011103,0.0
MlJeJe4+1100,1138,['Niger Inland Delta'],Jenne-jeno,1100,1200,25000.0,1100.0,20000.0,1,,,,,,0.1,1.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,,1.0,0.1,,1.0,0.1,,0.1,1.0,1.0,0.1,1.0,1.0,,,,1.0,,1.0,1.0,0.1,0.0,0.1,1.0,,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,,,0.1,0.1,1.0,1099.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase III,contination,Sosso Kingdom,Jenne Culture,25000,,,,,,,,,,,crafting rituals,not applicable,monthly,monthly,,,,,figurine worship,not applicable,monthly,monthly,figurine worship,not applicable,monthly,monthly,,,,,-2.0956561734248673,,,,,,MlJeJe4,0.1111111111111111,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",91.20411998265593,27.930908166825446,0.0,105.4986397343594,19.315602218516727,0.0,75.52507580309167,27.31544168287239,0.0,,0.0,0.0,11.172727272727272,1.0392393339764088,0.0,14.311111111111105,3.6694129570031215,0.0,110.0,12.70181408193388,0.0,3.111111111111112,0.0,0.0,91.0,31.754535204834703,0.0
MlJeJe4+1200,1139,['Niger Inland Delta'],Jenne-jeno,1200,1300,25000.0,1100.0,20000.0,1,,,,,,0.1,1.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,,1.0,0.1,,1.0,0.1,,0.1,1.0,1.0,0.1,1.0,1.0,,,,1.0,,1.0,1.0,0.1,0.0,0.1,1.0,,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,,,0.1,0.1,1.0,1099.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase III,contination,Sosso Kingdom,Jenne Culture,25000,,,,,,,,,,,crafting rituals,not applicable,monthly,monthly,,,,,figurine worship,not applicable,monthly,monthly,figurine worship,not applicable,monthly,monthly,,,,,-1.7807703608004646,,,,,,MlJeJe4,0.1111111111111111,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",115.15836249209524,23.477068838946032,0.0,127.2882204465238,16.2355523938324,0.0,93.75231958459473,22.95974412735673,0.0,,0.0,0.0,14.081818181818182,0.873523096283826,0.0,18.577777777777765,3.084291426384868,0.0,136.0,10.676393399024539,0.0,4.888888888888889,0.0,0.0,119.0,26.69098349756135,0.0
MlJeJe4+1300,1140,['Niger Inland Delta'],Jenne-jeno,1300,1400,25000.0,1100.0,20000.0,1,,,,,,0.1,1.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,,1.0,0.1,,1.0,0.1,,0.1,1.0,1.0,0.1,1.0,1.0,,,,1.0,,1.0,1.0,0.1,0.0,0.1,1.0,,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,,,0.1,0.1,1.0,1099.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase III,contination,Sosso Kingdom,Jenne Culture,25000,,,,,,,,,,,crafting rituals,not applicable,monthly,monthly,,,,,figurine worship,not applicable,monthly,monthly,figurine worship,not applicable,monthly,monthly,,,,,-1.997511507229265,,,,,,MlJeJe4,0.1111111111111111,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",125.55630250076729,26.53176207935142,0.0,135.8736811760323,18.34802360954971,0.0,102.2294408393144,25.947126226391482,0.0,,0.0,0.0,15.490909090909092,0.9871806025023911,0.0,20.51111111111111,3.48560064587264,0.0,150.0,12.065540697251446,0.0,5.77777777777778,0.0,0.0,134.0,30.16385174312861,0.0
MlMali+1300,1141,['Niger Inland Delta'],Mali Empire,1300,1400,4000000.0,1700000.0,12000.0,4,4.0,2.0,4.0,800,,1.0,1.0,1.0,0.0,0.1,0.1,,1.0,,0.1,1.0,,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,1.0,,1.0,1.0,,85,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.1,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,,0.1,,1.0,1323.0,"['30P', '30Q']",['Africa'],Niani,confederated state,Arabic,,Sosso Kingdom,continuity,Mande States,Mande,1700000,alliance,,,,,Islam,royal Hajj pilgrimage,once in a lifetime,yearly,once in a lifetime,circumcision,yearly,yearly,once in a lifetime,Id al Fitr,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,boliw worship,not applicable,monthly,monthly,Mande Religion,,,,,,,,,,MlMali,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",129.95424250943933,39.82871175553153,46.21441993929574,138.91507386119054,37.586867511517966,43.613142449647924,106.53047083497835,24.60876366782624,28.554268722333376,115.3333333333333,20.10923449541907,23.33333333333333,15.654545454545454,3.4551321087583693,4.00909090909091,21.088888888888892,4.155908462386608,4.822222222222221,152.0,24.131081394502893,28.0,5.77777777777778,4.692154715597783,5.4444444444444455,139.0,30.16385174312861,35.0
MlMali+1400,1142,['Niger Inland Delta'],Mali Empire,1400,1500,4000000.0,1700000.0,12000.0,4,4.0,2.0,4.0,800,,1.0,1.0,1.0,0.0,0.1,0.1,,1.0,,0.1,1.0,,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,1.0,,1.0,1.0,,85,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.1,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,,0.1,,1.0,1323.0,"['30P', '30Q']",['Africa'],Niani,confederated state,Arabic,,Sosso Kingdom,continuity,Mande States,Mande,1700000,alliance,moralizing,1.0,1.0,1.0,Islam,royal Hajj pilgrimage,once in a lifetime,yearly,once in a lifetime,circumcision,yearly,yearly,once in a lifetime,Id al Fitr,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,boliw worship,not applicable,monthly,monthly,Mande Religion,,,,,,,,,,MlMali,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",136.5563025007673,29.947631703407964,33.01029995663981,145.1455227825688,28.261965188050514,31.15224460689137,110.609652081026,18.503590965327014,20.39590623023813,123.99999999999996,15.120347155658095,16.666666666666664,16.681818181818183,2.5979505567448915,2.863636363636364,22.11111111111111,3.1248717455026727,3.444444444444444,160.0,18.144416586789717,20.0,6.77777777777778,3.5280810029868888,3.888888888888889,146.0,22.680520733487143,25.0
MlMali+1500,1143,['Niger Inland Delta'],Mali Empire,1500,1600,4000000.0,1700000.0,12000.0,4,4.0,2.0,4.0,800,,1.0,1.0,1.0,0.0,0.1,0.1,,1.0,,0.1,1.0,,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,1.0,,1.0,1.0,,85,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.1,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,,0.1,,1.0,1323.0,"['30P', '30Q']",['Africa'],Niani,confederated state,Arabic,,Sosso Kingdom,continuity,Mande States,Mande,1700000,alliance,moralizing,1.0,1.0,1.0,Islam,royal Hajj pilgrimage,once in a lifetime,yearly,once in a lifetime,circumcision,yearly,yearly,once in a lifetime,Id al Fitr,yearly,yearly,yearly,salat al jum a,not applicable,weekly,weekly,boliw worship,not applicable,monthly,monthly,Mande Religion,,,,,,,,,,MlMali,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",143.15836249209525,44.89207315000263,39.612359947967775,156.77391171261908,42.3652267781967,37.38269352826965,114.68883332707364,27.73723703362696,24.475087476285747,127.33333333333329,22.665689804379202,20.0,17.481818181818184,3.894377611843337,3.4363636363636365,23.68888888888889,4.684242559571703,4.133333333333333,168.0,27.19882776525505,24.0,8.333333333333336,5.288660954355149,4.666666666666667,155.0,33.99853470656882,30.0
MlMande+1500,1144,['Niger Inland Delta'],Mande States,1500,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['30P', '30Q']",['Africa'],,,Arabic,,,,,,,,,,,,,,,,,circumcision,yearly,yearly,once in a lifetime,,,,,boliw worship,not applicable,monthly,monthly,boliw worship,not applicable,monthly,monthly,,6.398356691694204,5.8101010410951766,4.827149575591032,4.12101418609163,0.5881085736405721,0.8205614224487994,4.192033179074296,0.9029532305862766,4.2796667312214405,MlMande,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlMasin+1900,1145,['Niger Inland Delta'],diina,1900,2000,,,40000.0,4,,1.0,3.0,360,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,1844.0,"['30P', '30Q']",['Africa'],Hamdullahi,unitary state,Fula,Niger-Congo,Bamana Empire,cultural assimilation,Toucouleur Empire,,,,,,,,,Hajj,yearly,yearly,once in a lifetime,whipping match,yearly,yearly,yearly,Id al Fitr,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,2.9184880291238264,-1.0072385785784856,,,,,,,,MlMasin,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,179.78226516900418,23.077111533078646,0.0,179.00000000000003,10.02903550869164,0.0,27.463636363636354,0.9117305007901496,0.0,31.488888888888887,0.557168639371758,0.0,240.0,20.05807101738328,0.0,17.555555555555557,1.114337278743516,0.0,212.0,10.02903550869164,0.0
MlSegou+1700,1146,['Niger Inland Delta'],Segou,1700,1800,1500000.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.0,"['30P', '30Q']",['Africa'],Torone,loose,Bambara,Mande,,,Bamana Empire,,,,,,,,,,,,,circumcision,yearly,yearly,yearly,,,,,boliw worship,not applicable,not applicable,monthly,boliw worship,not applicable,not applicable,monthly,,,,4.408121480059571,3.900560123229244,0.3961389660825232,0.45801386358633295,2.71567493003551,,3.431583681775044,MlSegou,0.6666666666666666,"[0, 0, 1, 1, 1, 1, 1, 0, 1]",169.26557246174312,46.098066420083754,0.0,185.63621009615719,39.56664864313194,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,13.888888888888891,0.8293283186998205,0.0,,0.0,0.0
MlSegou+1800,1147,['Niger Inland Delta'],Segou,1800,1900,1500000.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.0,"['30P', '30Q']",['Africa'],Torone,loose,Bambara,Mande,,,Bamana Empire,,,,,,,,,,,,,circumcision,yearly,yearly,yearly,,,,,boliw worship,not applicable,not applicable,monthly,boliw worship,not applicable,not applicable,monthly,,,,4.400505056216353,3.867353464997311,0.40383679521530436,0.4220584858983835,2.7598659775259717,,3.4767004451010046,MlSegou,0.6666666666666666,"[0, 0, 1, 1, 1, 1, 1, 0, 1]",188.21981497118244,38.22828198631729,6.176091259055681,202.13161565930335,32.811896876529275,5.301029995663981,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,16.444444444444443,0.6877467817757017,0.1111111111111111,,0.0,0.0
