Temperoculture,Unnamed: 0,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
MlAzaw1-200,1105,['Niger Inland Delta'],Southern Azawad Basin,-200,-100,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,Late Stone Age,population migration,Prehistoric Timbuktu Phase II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.132954785213146,5.016668187982785,3.052780335123523,,0.5618528637235067,0.8719947292578846,4.29428468113735,0.8400427239700112,4.105296325516303,MlAzaw1,0.8888888888888888,"[1, 1, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,3.0,1.1691977677502694,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw1-100,1106,['Niger Inland Delta'],Southern Azawad Basin,-100,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,Late Stone Age,population migration,Prehistoric Timbuktu Phase II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1346807957002785,5.01541934723613,3.0561665896750614,,0.5620775820656397,0.8716861801568454,4.293533710824816,0.8403516426381176,4.104378259257298,MlAzaw1,0.8888888888888888,"[1, 1, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,4.0,1.1693757584523097,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw1+0,1107,['Niger Inland Delta'],Southern Azawad Basin,0,100,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,Late Stone Age,population migration,Prehistoric Timbuktu Phase II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.139433218078842,5.016143283552262,3.0688581811900857,,0.5623552599239577,0.8707050450388192,4.292502557477663,0.8408812759841288,4.105062437207462,MlAzaw1,0.8888888888888888,"[1, 1, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,6.0,1.122760742032125,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw1+100,1108,['Niger Inland Delta'],Southern Azawad Basin,100,200,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,Late Stone Age,population migration,Prehistoric Timbuktu Phase II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08753343983755,4.876511536511884,2.8236828283104103,,0.570110498643381,0.8855788177997641,4.270975334418713,0.8452536282946939,3.996017671430878,MlAzaw1,0.8888888888888888,"[1, 1, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,8.0,3.122133145493553,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw1+200,1109,['Niger Inland Delta'],Southern Azawad Basin,200,300,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,Late Stone Age,population migration,Prehistoric Timbuktu Phase II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.130590998241103,4.937143058369957,2.982423443780302,,0.5681982024342727,0.8749824256519608,4.275091796397466,0.8458830199442182,4.043910492254306,MlAzaw1,0.8888888888888888,"[1, 1, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,16.333333333333332,2.0880179751832677,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw1+300,1110,['Niger Inland Delta'],Southern Azawad Basin,300,400,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,Late Stone Age,population migration,Prehistoric Timbuktu Phase II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08046597164688,4.770599375154417,2.7199958198982195,,0.5782833370416229,0.8903480858449107,4.246413402171277,0.8525489944259792,3.91428682272297,MlAzaw1,0.8888888888888888,"[1, 1, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,24.0,4.377518496610168,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw2+300,1111,['Niger Inland Delta'],Southern Azawad Basin,300,400,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.333497898495861,5.077992347127945,2.574243592895049,,0.5933326703105656,0.9215721972000315,4.196011153802574,0.8679768230411476,3.6844380281903755,MlAzaw2,0.8888888888888888,"[1, 1, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,25.0,8.755036993220335,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw2+400,1112,['Niger Inland Delta'],Southern Azawad Basin,400,500,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.345014510736606,5.067487174331729,2.5970732385005126,,0.5951808920433019,0.9191812959952985,4.187280993843675,0.8711667687930191,3.6713005728864174,MlAzaw2,0.8888888888888888,"[1, 1, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,34.33333333333333,8.837540958386262,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw2+500,1113,['Niger Inland Delta'],Southern Azawad Basin,500,600,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42760632660516,5.07784560328008,2.900804643276806,,0.5906988824210855,0.9019230619468364,4.209997065343697,0.862347097603631,3.7745163579270846,MlAzaw2,0.8888888888888888,"[1, 1, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,41.66666666666666,6.691619658362553,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw2+600,1114,['Niger Inland Delta'],Southern Azawad Basin,600,700,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.375439586978077,5.049939319406489,2.6565191996344515,,0.5983778815036676,0.9143521553222831,4.180931088922143,0.8743625826803912,3.667555809760897,MlAzaw2,0.8888888888888888,"[1, 1, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,47.0,8.688558512968834,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw3+600,1115,['Niger Inland Delta'],Southern Azawad Basin,600,700,,50.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9012243392240427,,3.4969352274744763,,0.5544240779229865,0.8963015457100564,4.316857972889153,0.8399481514606616,5.2964146504838645,MlAzaw3,0.7777777777777778,"[1, 0, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,35.491025335628315,7.380800147226207,0.0,,0.0,0.0,43.66666666666666,4.344279256484417,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw3+700,1116,['Niger Inland Delta'],Southern Azawad Basin,700,800,,50.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.795921452455601,,3.3856947667426938,,0.5664945364797032,0.8854369447404439,4.265670240791704,0.8506611379033636,5.203790872750462,MlAzaw3,0.7777777777777778,"[1, 0, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,55.77545606947283,8.862029846596807,0.0,,0.0,0.0,55.0,5.216119074486081,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw3+800,1117,['Niger Inland Delta'],Southern Azawad Basin,800,900,,50.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88371352002023,,3.4630741268124083,,0.5673887023356853,0.8792807116359812,4.269759647027095,0.8549465599275567,5.0496715924560425,MlAzaw3,0.7777777777777778,"[1, 0, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,66.05988680331734,7.223532858668982,0.0,,0.0,0.0,64.33333333333334,4.251713002721339,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw3+900,1118,['Niger Inland Delta'],Southern Azawad Basin,900,1000,,50.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7712335770936813,,3.3460320984049283,,0.5800213939906533,0.8688456717468891,4.2153307756223395,0.8657936036983267,4.998468905966098,MlAzaw3,0.7777777777777778,"[1, 0, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,82.42710290747831,9.075010928960186,0.0,,0.0,0.0,79.0,5.341478016562644,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlAzaw3+1000,1119,['Niger Inland Delta'],Southern Azawad Basin,1000,1100,,50.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0,"['30P', '30Q']",['Africa'],Tombouze 1,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.853229269462041,,3.4106314900985453,,0.5802703037167227,0.8634398971659374,4.221521511258807,0.8685759642247184,4.843577466371693,MlAzaw3,0.7777777777777778,"[1, 0, 1, 0, 1, 1, 1, 1, 1]",,0.0,0.0,92.71153364132284,7.447201936733136,0.0,,0.0,0.0,85.33333333333333,4.383362812602219,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
MlBaman+1800,1120,['Niger Inland Delta'],Bamana kingdom,1800,1900,3000000.0,350000.0,30000.0,5,5.0,3.0,4.0,400,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,0.1,1.0,1.0,1.0,,,,1.0,1799.0,"['30P', '30Q']",['Africa'],Segu-Si-Koro,unitary state,Bambara,Mande,Segu kingdom,continuity,Toucouleur kingdom,,,,inactive,1.0,1.0,1.0,,Tabaski,not applicable,yearly,yearly,circumcision,yearly,yearly,yearly,,,,,boliw worship,not applicable,not applicable,monthly,boliw worship,not applicable,not applicable,monthly,,,,,,,,,,,MlBaman,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",181.7426937164628,40.091573682939966,6.477121254719663,196.58754761495308,34.31623459902669,5.544068044350276,161.27172015879756,27.71213161097736,4.477121254719664,164.66666666666669,24.75888414392525,4.0,24.82727272727272,5.064317211257439,0.8181818181818182,30.044444444444448,2.7509871271028064,0.4444444444444444,220.0,24.75888414392525,4.0,15.888888888888884,3.438733908878508,0.5555555555555556,200.0,18.569163107943943,3.0
MlBaman+1900,1121,['Niger Inland Delta'],Bamana kingdom,1900,2000,3000000.0,350000.0,30000.0,5,5.0,3.0,4.0,400,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,0.1,1.0,1.0,1.0,,,,1.0,1799.0,"['30P', '30Q']",['Africa'],Segu-Si-Koro,unitary state,Bambara,Mande,Segu kingdom,continuity,Toucouleur kingdom,,,,inactive,1.0,1.0,1.0,,Tabaski,not applicable,yearly,yearly,circumcision,yearly,yearly,yearly,,,,,boliw worship,not applicable,not applicable,monthly,boliw worship,not applicable,not applicable,monthly,,,,,,,,,,,MlBaman,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",194.39590623023813,32.47963952884243,0.0,207.4326456549674,27.80082763969577,0.0,170.52699266390087,22.450604020150795,0.0,170.66666666666669,20.05807101738328,0.0,25.91818181818181,4.1027872535556735,0.0,30.711111111111112,2.228674557487032,0.0,228.0,20.05807101738328,0.0,16.666666666666664,2.7858431968587896,0.0,205.0,15.043553263037467,0.0
MlJeJe1-200,1122,['Niger Inland Delta'],Jenne-jeno,-200,-100,200.0,5.0,100.0,1,,,1.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,0.1,,,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,,,,0.1,0.1,,,0.1,0.0,0.1,0.1,,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,48.0,"['30P', '30Q']",['Africa'],,quasipolity,,,,,Jenne-jeno Phase II,Sahel Tell Culture,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,2.6903591344567395,0.0,0.0,0.8172341687940696,0.0,0.0,2.338395535500539,0.0,2.0,1.1691977677502694,0.0,0.0,0.1062907061591154,0.0,0.0,0.2338395535500539,0.0,0.0,2.338395535500539,0.0,0.0,0.0,0.0,0.0,1.1691977677502694,0.0
MlJeJe1-100,1123,['Niger Inland Delta'],Jenne-jeno,-100,0,200.0,5.0,100.0,1,,,1.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,0.1,,,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,,,,0.1,0.1,,,0.1,0.0,0.1,0.1,,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,48.0,"['30P', '30Q']",['Africa'],,quasipolity,,,,,Jenne-jeno Phase II,Sahel Tell Culture,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",2.3010299956639813,2.690768696401084,0.0,0.6989700043360189,0.8173585789558466,0.0,2.0,2.33875151690462,0.0,5.0,1.1693757584523097,0.0,0.09090909090909093,0.10630688713202817,0.0,0.20000000000000004,0.23387515169046205,0.0,2.0,2.33875151690462,0.0,0.0,0.0,0.0,1.0,1.1693757584523097,0.0
MlJeJe1+0,1124,['Niger Inland Delta'],Jenne-jeno,0,100,200.0,5.0,100.0,1,,,1.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,0.1,,,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,,,,0.1,0.1,,,0.1,0.0,0.1,0.1,,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,48.0,"['30P', '30Q']",['Africa'],,quasipolity,,,,,Jenne-jeno Phase II,Sahel Tell Culture,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",4.6020599913279625,2.5835061453698693,0.0,1.3979400086720375,0.7847760807265062,0.0,4.0,2.24552148406425,0.0,7.0,1.122760742032125,0.0,0.18181818181818185,0.1020691583665568,0.0,0.4000000000000001,0.22455214840642496,0.0,4.0,2.24552148406425,0.0,0.0,0.0,0.0,2.0,1.122760742032125,0.0
MlJeJe1+100,1125,['Niger Inland Delta'],Jenne-jeno,100,200,200.0,5.0,100.0,1,,,1.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,0.1,,,0.1,,0.1,0.1,0.1,0.1,0.1,1.0,,,,0.1,0.1,,,0.1,0.0,0.1,0.1,,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,48.0,"['30P', '30Q']",['Africa'],,quasipolity,,,,,Jenne-jeno Phase II,Sahel Tell Culture,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe1,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",10.204119982655923,7.184122018237402,0.0,5.000000000000001,2.182277418243257,0.0,8.698970004336019,6.244266290987108,0.0,13.333333333333332,3.122133145493553,0.0,0.8090909090909091,0.2838302859539595,0.0,0.9000000000000001,0.6244266290987107,0.0,12.0,6.244266290987108,0.0,0.2222222222222222,0.0,0.0,6.0,3.122133145493553,0.0
MlJeJe2+100,1126,['Niger Inland Delta'],Jenne-jeno,100,200,2000.0,800.0,500.0,1,,,2.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.0,0.1,0.1,0.1,0.1,1.0,0.1,,1.0,0.1,,0.1,0.1,0.0,0.1,0.1,1.0,,,,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,398.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase I,continuation,Jenne-Jeno Phase II,Sahel Tell Culture,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe2,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",6.903089986991943,10.306255163730958,0.0,2.0969100130080567,9.063833472737997,0.0,6.0,8.426543709230364,0.0,11.333333333333332,6.244266290987108,0.0,0.7272727272727273,0.25544725735856344,0.0,0.7111111111111112,0.5897362608154489,0.0,10.0,6.244266290987108,0.0,0.2222222222222222,0.0,0.0,5.0,3.122133145493553,0.0
MlJeJe2+200,1127,['Niger Inland Delta'],Jenne-jeno,200,300,2000.0,800.0,500.0,1,,,2.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.0,0.1,0.1,0.1,0.1,1.0,0.1,,1.0,0.1,,0.1,0.1,0.0,0.1,0.1,1.0,,,,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,398.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase I,continuation,Jenne-Jeno Phase II,Sahel Tell Culture,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe2,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",12.505149978319904,6.892609967565532,0.0,5.69897000433602,6.061704076413736,0.0,10.69897000433602,5.635497883534066,0.0,14.333333333333332,4.176035950366535,0.0,0.9,0.17083783433317648,0.0,1.1,0.3944033953123948,0.0,14.0,4.176035950366535,0.0,0.2222222222222222,0.0,0.0,7.0,2.0880179751832677,0.0
MlJeJe2+300,1128,['Niger Inland Delta'],Jenne-jeno,300,400,2000.0,800.0,500.0,1,,,2.0,,,0.1,0.1,0.0,0.1,0.1,0.1,,0.0,0.1,0.1,0.1,0.1,1.0,0.1,,1.0,0.1,,0.1,0.1,0.0,0.1,0.1,1.0,,,,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,398.0,"['30P', '30Q']",['Africa'],,quasipolity,,,Jenne-Jeno Phase I,continuation,Jenne-Jeno Phase II,Sahel Tell Culture,1500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MlJeJe2,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",15.806179973983886,14.450319863884063,0.0,13.602059991327966,12.708330115381012,0.0,13.397940008672034,11.814791115776949,0.0,19.666666666666664,8.755036993220335,0.0,1.4363636363636365,0.3581606042681047,0.0,1.4,0.8268646049152543,0.0,20.0,8.755036993220335,0.0,0.4444444444444444,0.0,0.0,10.0,4.377518496610168,0.0
