Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Military_levels,Religious_levels,Settlement_hierarchy,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0
IdMajap+1500,['Central Java'],Majapahit Kingdom,1500,1600,5000000.0,500000.0,100000.0,5.0,3.0,3.0,,1.0,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,0.0,0.1,1.0,,,,,1.0,1388.0,['49M'],['Southeast Asia'],Trowulan,loose,Sanskrit,Austronesian,Singhasari Kingdom,elite migration,Demak Sultanate,,,,1.0,1.0,,Hinduism,temple founding ceremony,,,,,,,,temple founding ceremony,,,,puja,not applicable,daily,daily,temple founding ceremony,,,,Buddhism,6.698970004336019,5.698970004336019,5.0,3.6666666666666665,0.8272727272727273,1.0,4.0,0.7777777777777778,4.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",51.086610056368244
IdMajap+1600,['Central Java'],Majapahit Kingdom,1600,1700,5000000.0,500000.0,100000.0,5.0,3.0,3.0,,1.0,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,0.0,0.1,1.0,,,,,1.0,1388.0,['49M'],['Southeast Asia'],Trowulan,loose,Sanskrit,Austronesian,Singhasari Kingdom,elite migration,Demak Sultanate,,,,1.0,1.0,,Hinduism,temple founding ceremony,,,,,,,,temple founding ceremony,,,,puja,not applicable,daily,daily,temple founding ceremony,,,,Buddhism,6.698970004336019,5.698970004336019,5.0,3.6666666666666665,0.8272727272727273,1.0,4.0,0.7777777777777778,4.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",57.78558006070426
IdMatrm+1600,['Central Java'],Mataram Sultanate,1600,1700,3000000.0,90000.0,,5.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,,,,,,1.0,,['49M'],['Southeast Asia'],Kartosuro,loose,Javanese,Austronesian,Demak Sultanate,continuity,,,,,1.0,1.0,1.0,Islam,Garebeg Mulud,yearly,yearly,yearly,tiger sticking ceremony,,not applicable,,Garebeg Mulud,yearly,yearly,yearly,slametan,not applicable,monthly,monthly,slametan,not applicable,monthly,monthly,,6.477121254719663,4.954242509439325,,3.0,0.8181818181818182,0.8888888888888888,4.0,0.7777777777777778,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",64.48455006504028
IdMatrm+1700,['Central Java'],Mataram Sultanate,1700,1800,3000000.0,90000.0,,5.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,,,,,,1.0,,['49M'],['Southeast Asia'],Kartosuro,loose,Javanese,Austronesian,Demak Sultanate,continuity,,,,,1.0,1.0,1.0,Islam,Garebeg Mulud,yearly,yearly,yearly,tiger sticking ceremony,,not applicable,,Garebeg Mulud,yearly,yearly,yearly,slametan,not applicable,monthly,monthly,slametan,not applicable,monthly,monthly,,6.477121254719663,4.954242509439325,,3.0,0.8181818181818182,0.8888888888888888,4.0,0.7777777777777778,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",70.96167131975994
IdMatrm+1800,['Central Java'],Mataram Sultanate,1800,1900,3000000.0,90000.0,,5.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,,,,,,1.0,,['49M'],['Southeast Asia'],Kartosuro,loose,Javanese,Austronesian,Demak Sultanate,continuity,,,,,1.0,1.0,1.0,Islam,Garebeg Mulud,yearly,yearly,yearly,tiger sticking ceremony,,not applicable,,Garebeg Mulud,yearly,yearly,yearly,slametan,not applicable,monthly,monthly,slametan,not applicable,monthly,monthly,,6.477121254719663,4.954242509439325,,3.0,0.8181818181818182,0.8888888888888888,4.0,0.7777777777777778,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",77.4387925744796
IdMedng+1000,['Central Java'],Medang Kingdom,1000,1100,250000.0,100000.0,1000.0,4.0,1.0,2.0,,,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.0,,,,0.1,,1.0,849.0,['49M'],['Southeast Asia'],Wwatan,nominal,Old Javanese,Austronesian,Kalingga Kingdom,continuity,Kahuripan,,,alliance,1.0,1.0,,Hinduism,temple founding ceremony,,,,,,,,temple founding ceremony,,,,puja,not applicable,daily,daily,temple founding ceremony,,,,Buddhism,5.3979400086720375,5.0,3.0,2.333333333333333,0.6454545454545454,0.7777777777777778,4.0,0.6666666666666666,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",10.795880017344075
IdMedng+1100,['Central Java'],Medang Kingdom,1100,1200,250000.0,100000.0,1000.0,4.0,1.0,2.0,,,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.0,,,,0.1,,1.0,849.0,['49M'],['Southeast Asia'],Wwatan,nominal,Old Javanese,Austronesian,Kalingga Kingdom,continuity,Kahuripan,,,alliance,1.0,1.0,,Hinduism,temple founding ceremony,,,,,,,,temple founding ceremony,,,,puja,not applicable,daily,daily,temple founding ceremony,,,,Buddhism,5.3979400086720375,5.0,3.0,2.333333333333333,0.6454545454545454,0.7777777777777778,4.0,0.6666666666666666,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",16.193820026016112
IdMedng+800,['Central Java'],Medang Kingdom,800,900,250000.0,100000.0,1000.0,4.0,1.0,2.0,,,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.0,,,,0.1,,1.0,849.0,['49M'],['Southeast Asia'],Wwatan,nominal,Old Javanese,Austronesian,Kalingga Kingdom,continuity,Kahuripan,,,alliance,1.0,1.0,,Hinduism,temple founding ceremony,,,,,,,,temple founding ceremony,,,,puja,not applicable,daily,daily,temple founding ceremony,,,,Buddhism,5.3979400086720375,5.0,3.0,2.333333333333333,0.6454545454545454,0.7777777777777778,4.0,0.6666666666666666,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
IdMedng+900,['Central Java'],Medang Kingdom,900,1000,250000.0,100000.0,1000.0,4.0,1.0,2.0,,,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.0,,,,0.1,,1.0,849.0,['49M'],['Southeast Asia'],Wwatan,nominal,Old Javanese,Austronesian,Kalingga Kingdom,continuity,Kahuripan,,,alliance,1.0,1.0,,Hinduism,temple founding ceremony,,,,,,,,temple founding ceremony,,,,puja,not applicable,daily,daily,temple founding ceremony,,,,Buddhism,5.3979400086720375,5.0,3.0,2.333333333333333,0.6454545454545454,0.7777777777777778,4.0,0.6666666666666666,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",5.3979400086720375
IdSingh+1300,['Central Java'],Singhasari Kingdom,1300,1400,,326000.0,,4.0,5.0,6.0,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,24.5,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,['49M'],['Southeast Asia'],Tumapel,loose,Old Javanese,Austronesian,Kediri Kingdom,overthrow,Majapahit Kingdom,,,,1.0,1.0,,Hinduism,temple founding ceremony,,,,,,,,temple founding ceremony,,,,puja,not applicable,daily,daily,temple founding ceremony,,,,Buddhism,,5.5132176000679385,,5.0,0.4545454545454545,0.1111111111111111,4.0,0.1111111111111111,5.0,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",
InBija+1500,['Deccan'],Bijapur,1500,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InBija+1600,['Deccan'],Bijapur,1600,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InBija+1700,['Deccan'],Bijapur,1700,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InBritP+1900,['Deccan'],British Colonial Period,1900,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,Kumbh Mela,once per generation,once per generation,once per generation,matam,yearly,yearly,yearly,Spring Festival,not applicable,yearly,yearly,salat al jum a,weekly,weekly,weekly,puja,not applicable,daily,daily,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InBritP+2000,['Deccan'],British Colonial Period,2000,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,Kumbh Mela,once per generation,once per generation,once per generation,matam,yearly,yearly,yearly,Spring Festival,not applicable,yearly,yearly,salat al jum a,weekly,weekly,weekly,puja,not applicable,daily,daily,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InChaBd+600,['Deccan'],Western Chalukya Empire,600,700,550000.0,750000.0,70000.0,5.0,5.0,4.0,,,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.756,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,,,0.1,,1.0,625.0,['43P'],['South Asia'],Badami,unitary state,Kannada,Dravidian,Kadamba Empire,continuity,Rashtrakuta Empire,,,none,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,5.740362689494244,5.8750612633917,4.845098040014257,4.666666666666667,0.7363636363636363,0.6777777777777777,4.0,0.7777777777777778,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",177.42909475214987
InChaBd+700,['Deccan'],Western Chalukya Empire,700,800,6000000.0,750000.0,70000.0,5.0,5.0,4.0,,,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.756,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,,,0.1,,1.0,625.0,['43P'],['South Asia'],Badami,unitary state,Kannada,Dravidian,Kadamba Empire,continuity,Rashtrakuta Empire,,,none,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,6.778151250383644,5.8750612633917,4.845098040014257,4.666666666666667,0.7363636363636363,0.6777777777777777,4.0,0.7777777777777778,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",189.94760869202776
InChaBd+800,['Deccan'],Western Chalukya Empire,800,900,6000000.0,750000.0,70000.0,5.0,5.0,4.0,,,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.756,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,0.1,,,,0.1,,1.0,625.0,['43P'],['South Asia'],Badami,unitary state,Kannada,Dravidian,Kadamba Empire,continuity,Rashtrakuta Empire,,,none,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,pilgrimage initiation ritual,yearly,yearly,once in a lifetime,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,6.778151250383644,5.8750612633917,4.845098040014257,4.666666666666667,0.7363636363636363,0.6777777777777777,4.0,0.7777777777777778,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",196.7257599424114
InChaKl+1000,['Deccan'],Western Chalukya Empire,1000,1100,7000000.0,600000.0,,5.0,5.0,3.0,,,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,,,0.1,,1.0,1100.0,['43P'],['South Asia'],Kalyana,unitary state,Sanskrit,Indo-Iranian,Rashtrakuta Empire,continuity,Hoysalas,,,none,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,,,,,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,6.845098040014258,5.778151250383644,,4.333333333333333,0.7363636363636363,0.5666666666666667,4.0,1.0,5.0,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",216.9432438866253
InChaKl+1100,['Deccan'],Western Chalukya Empire,1100,1200,7500000.0,600000.0,50000.0,5.0,5.0,3.0,,,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,,,0.1,,1.0,1100.0,['43P'],['South Asia'],Kalyana,unitary state,Sanskrit,Indo-Iranian,Rashtrakuta Empire,continuity,Hoysalas,,,none,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,,,,,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,6.8750612633917,5.778151250383644,4.698970004336019,4.333333333333333,0.7363636363636363,0.5666666666666667,4.0,1.0,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",230.5287046161338
InChaKl+1200,['Deccan'],Western Chalukya Empire,1200,1300,7500000.0,600000.0,125000.0,5.0,5.0,3.0,,,1.0,1.0,1.0,0.1,,,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,,,0.1,,1.0,1100.0,['43P'],['South Asia'],Kalyana,unitary state,Sanskrit,Indo-Iranian,Rashtrakuta Empire,continuity,Hoysalas,,,none,1.0,1.0,,Hinduism,large-scale festival,yearly,yearly,yearly,,,,,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,6.8750612633917,5.778151250383644,5.096910013008057,4.333333333333333,0.7363636363636363,0.5666666666666667,4.0,1.0,5.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",237.4037658795255
InChol+1000,['Deccan'],Cholas,1000,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InChol+1100,['Deccan'],Cholas,1100,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InChol+1200,['Deccan'],Cholas,1200,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InChol+1300,['Deccan'],Cholas,1300,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InChol+900,['Deccan'],Cholas,900,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InChutu+300,['Deccan'],Chutu,300,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InChutu+400,['Deccan'],Chutu,400,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['43P'],['South Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",
InDecIA-1000,['Deccan'],Southern India Iron Age,-1000,-900,500.0,,500.0,1.0,1.0,1.0,,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,1.0,0.1,,1.0,,0.1,,1.0,1.0,0.1,1.0,,1.0,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,,,,0.1,0.1,0.1,,['43P'],['South Asia'],,quasipolity,,,Neolithic period,continuity,Mauryan Empire,,,,,,,,megalithic mortuary ritual,,,,,,,,,,,,megalithic maintenance,,,,megalithic mortuary ritual,,,,,2.6989700043360187,,2.6989700043360187,1.0,0.1,0.3666666666666667,2.0,0.0,1.0,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",5.3979400086720375
InDecIA-1100,['Deccan'],Southern India Iron Age,-1100,-1000,500.0,,500.0,1.0,1.0,1.0,,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,1.0,0.1,,1.0,,0.1,,1.0,1.0,0.1,1.0,,1.0,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,,,,0.1,0.1,0.1,,['43P'],['South Asia'],,quasipolity,,,Neolithic period,continuity,Mauryan Empire,,,,,,,,megalithic mortuary ritual,,,,,,,,,,,,megalithic maintenance,,,,megalithic mortuary ritual,,,,,2.6989700043360187,,2.6989700043360187,1.0,0.1,0.3666666666666667,2.0,0.0,1.0,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2.6989700043360187
InDecIA-1200,['Deccan'],Southern India Iron Age,-1200,-1100,500.0,,500.0,1.0,1.0,1.0,,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,0.1,1.0,1.0,0.1,,1.0,,0.1,,1.0,1.0,0.1,1.0,,1.0,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1,,,,0.1,0.1,0.1,,['43P'],['South Asia'],,quasipolity,,,Neolithic period,continuity,Mauryan Empire,,,,,,,,megalithic mortuary ritual,,,,,,,,,,,,megalithic maintenance,,,,megalithic mortuary ritual,,,,,2.6989700043360187,,2.6989700043360187,1.0,0.1,0.3666666666666667,2.0,0.0,1.0,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",0.0
