Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed
EgOldK1-2400,['Upper Egypt'],Classic Old Kingdom,-2400,-2300,1000000,250000,50000,7,3,6,4,790,,1,1,0,,0.1,1,land,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,1,1,400000,,146.5,1,1,1,1,0.1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,0,0,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,21,0.1,0.1,1,-2400,['36R'],['Africa'],Memphis,unitary state,Ancient Egyptian,Afroasiatic,Dynasty II,,Old Kingdom II,,,none,moralizing,1,,,,royal funeral,once per generation,once per generation,once per generation,royal hunt,yearly,yearly,yearly,,,,,daily offering,not applicable,daily,daily,daily offering,not applicable,daily,daily,,6,5.39794000867204,4.69897000433602,4.33333333333333,0.654545454545455,0.888888888888889,4,0.888888888888889,3,EgOldK1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgOldK1-2300,['Upper Egypt'],Classic Old Kingdom,-2300,-2200,1000000,250000,50000,7,3,6,4,790,,1,1,0,,0.1,1,land,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,1,1,400000,,146.5,1,1,1,1,0.1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,0,0,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,21,0.1,0.1,1,-2400,['36R'],['Africa'],Memphis,unitary state,Ancient Egyptian,Afroasiatic,Dynasty II,,Old Kingdom II,,,none,moralizing,1,,,,royal funeral,once per generation,once per generation,once per generation,royal hunt,yearly,yearly,yearly,,,,,daily offering,not applicable,daily,daily,daily offering,not applicable,daily,daily,,6,5.39794000867204,4.69897000433602,4.33333333333333,0.654545454545455,0.888888888888889,4,0.888888888888889,3,EgOldK1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgOldK2-2300,['Upper Egypt'],Late Old Kingdom,-2300,-2200,1500000,100000,30000,7,3,6,4,790,,1,1,0.1,,0,1,land,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,0,0,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,21,0.1,0.1,1,-2300,['36R'],['Africa'],Memphis,loose,Ancient Egyptian,Afroasiatic,Old Kingdom I,continuity,Period of the Regions,,,none,moralizing,1,,,,royal funeral,once per generation,once per generation,once per generation,royal hunt,yearly,yearly,yearly,,,,,daily offering,not applicable,daily,daily,daily offering,not applicable,daily,daily,,6.17609125905568,5,4.47712125471966,4.33333333333333,0.736363636363636,0.888888888888889,4,0.888888888888889,3,EgOldK2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgOldK2-2200,['Upper Egypt'],Late Old Kingdom,-2200,-2100,1500000,100000,30000,7,3,6,4,790,,1,1,0.1,,0,1,land,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,0,0,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,21,0.1,0.1,1,-2300,['36R'],['Africa'],Memphis,loose,Ancient Egyptian,Afroasiatic,Old Kingdom I,continuity,Period of the Regions,,,none,moralizing,1,,,,royal funeral,once per generation,once per generation,once per generation,royal hunt,yearly,yearly,yearly,,,,,daily offering,not applicable,daily,daily,daily offering,not applicable,daily,daily,,6.17609125905568,5,4.47712125471966,4.33333333333333,0.736363636363636,0.888888888888889,4,0.888888888888889,3,EgOldK2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgOldK2-2100,['Upper Egypt'],Late Old Kingdom,-2100,-2000,1500000,100000,30000,7,3,6,4,790,,1,1,0.1,,0,1,land,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,0,0,1,1,1,1,1,1,1,1,0.1,0.1,0.1,0.1,1,1,,21,0.1,0.1,1,-2300,['36R'],['Africa'],Memphis,loose,Ancient Egyptian,Afroasiatic,Old Kingdom I,continuity,Period of the Regions,,,none,moralizing,1,,,,royal funeral,once per generation,once per generation,once per generation,royal hunt,yearly,yearly,yearly,,,,,daily offering,not applicable,daily,daily,daily offering,not applicable,daily,daily,,6.17609125905568,5,4.47712125471966,4.33333333333333,0.736363636363636,0.888888888888889,4,0.888888888888889,3,EgOldK2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgPtol1-300,['Upper Egypt'],Ptolemaic Kingdom,-300,-200,7000000,1000000,160000,6,9,1,6,990,,1,1,1,1,,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,130,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0.1,1,1,-300,['36R'],['Africa'],Alexandria,unitary state,demotic Egyptian,Indo-European,Macedonian Empire,Continuation,Ptolemaic Kingdom,Greek World,3500000,none,moralizing,1,1,,,Ptolemaieia,yearly,yearly,yearly,mystery cults,not applicable,,,symposium,,,,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,6.84509804001426,6,5.20411998265592,5.33333333333333,0.909090909090909,1,4,1,5,EgPtol1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgPtol1-200,['Upper Egypt'],Ptolemaic Kingdom,-200,-100,7000000,1000000,160000,6,9,1,6,990,,1,1,1,1,,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,130,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0.1,1,1,-300,['36R'],['Africa'],Alexandria,unitary state,demotic Egyptian,Indo-European,Macedonian Empire,Continuation,Ptolemaic Kingdom,Greek World,3500000,none,moralizing,1,1,,,Ptolemaieia,yearly,yearly,yearly,mystery cults,not applicable,,,symposium,,,,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,6.84509804001426,6,5.20411998265592,5.33333333333333,0.909090909090909,1,4,1,5,EgPtol1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgPtol2-200,['Upper Egypt'],Ptolemaic Kingdom,-200,-100,4000000,833000,300000,6,7,1,6,990,,1,1,1,1,,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,130,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0.1,1,1,,['36R'],['Africa'],Alexandria,unitary state,Greek,Indo-European,Ptolemaic Kingdom,continuation,Roman Empire-Principate,Greek World,3500000,none,moralizing,1,1,,,Ptolemaieia,yearly,yearly,yearly,mystery cults,not applicable,,,Symposia,,,,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,6.60205999132796,5.92064500140679,5.47712125471966,4.66666666666667,0.909090909090909,1,4,1,5,EgPtol2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgPtol2-100,['Upper Egypt'],Ptolemaic Kingdom,-100,0,2500000,373000,500000,6,7,1,6,990,,1,1,1,1,,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,130,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0.1,1,1,,['36R'],['Africa'],Alexandria,unitary state,Greek,Indo-European,Ptolemaic Kingdom,continuation,Roman Empire-Principate,Greek World,3500000,none,moralizing,1,1,,,Ptolemaieia,yearly,yearly,yearly,mystery cults,not applicable,,,Symposia,,,,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,6.39794000867204,5.57170883180869,5.69897000433602,4.66666666666667,0.909090909090909,1,4,1,5,EgPtol2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgPtol2+0,['Upper Egypt'],Ptolemaic Kingdom,0,100,2500000,107000,500000,6,7,1,6,990,,1,1,1,1,,1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,130,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0.1,1,1,,['36R'],['Africa'],Alexandria,unitary state,Greek,Indo-European,Ptolemaic Kingdom,continuation,Roman Empire-Principate,Greek World,3500000,none,moralizing,1,1,,,Ptolemaieia,yearly,yearly,yearly,mystery cults,not applicable,,,Symposia,,,,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,6.39794000867204,5.02938377768521,5.69897000433602,4.66666666666667,0.909090909090909,1,4,1,5,EgPtol2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgSaite-600,['Upper Egypt'],Saite Period,-600,-500,1800000,300000,25000,5,6,3,4,490,,0.1,1,1,1,0.1,1,,1,0.1,1,0.1,1,1,1,1,1,,1,,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,1,0.1,0.1,0,1,1,,,,,1,-550,['36R'],['Africa'],Memphis,unitary state,Demotic,Afro-Asiatic,Neo-Assyrian Empire,replacement,Achaemenid Empire,Egypt,250000,none,moralizing,1,1,,Egyptian Religion,Opet,not applicable,yearly,yearly,,,,,Feast of the Valley,not applicable,yearly,yearly,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,6.25527250510331,5.47712125471966,4.39794000867204,4.33333333333333,0.672727272727273,0.888888888888889,4,1,3,EgSaite,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgSaite-500,['Upper Egypt'],Saite Period,-500,-400,1800000,300000,25000,5,6,3,4,490,,0.1,1,1,1,0.1,0.1,,1,0.1,1,0.1,1,1,1,1,1,,1,,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,1,0.1,0.1,0,1,1,,,,,1,-550,['36R'],['Africa'],Memphis,unitary state,Demotic,Afro-Asiatic,Neo-Assyrian Empire,replacement,Achaemenid Empire,Egypt,250000,none,moralizing,1,1,,Egyptian Religion,Opet,not applicable,yearly,yearly,,,,,Feast of the Valley,not applicable,yearly,yearly,daily offering,not applicable,daily,daily,Khoiak,not applicable,yearly,yearly,,6.25527250510331,5.47712125471966,4.39794000867204,4.33333333333333,0.590909090909091,0.888888888888889,4,1,3,EgSaite,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgTulIk+900,['Upper Egypt'],Tulunid-Abbasid-Ikhshidid Period,900,1000,6500000,800000,150000,5,6,2,6,600,,0.1,1,0,1,0.1,0.1,state salary,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,,0,1,1,894,['36R'],['Africa'],Fustat,unitary state,Arabic,Afro-Asiastic,Abbasid Caliphate,continuity,Fatimid Caliphate,Islam,11000000,vassalage,moralizing,1,1,1,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Nowruz,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,6.81291335664286,5.90308998699194,5.17609125905568,4.66666666666667,0.572727272727273,1,4,1,5,EgTulIk,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EgTulIk+1000,['Upper Egypt'],Tulunid-Abbasid-Ikhshidid Period,1000,1100,6500000,800000,150000,5,6,2,6,600,,0.1,1,0,1,0.1,0.1,state salary,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,,0,1,1,894,['36R'],['Africa'],Fustat,unitary state,Arabic,Afro-Asiastic,Abbasid Caliphate,continuity,Fatimid Caliphate,Islam,11000000,vassalage,moralizing,1,1,1,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Nowruz,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,6.81291335664286,5.90308998699194,5.17609125905568,4.66666666666667,0.572727272727273,1,4,1,5,EgTulIk,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EsHabsb+1700,['Cuzco'],Spanish Habsburgs,1700,1800,29000000,7100000,224000,6,13,10,7,11850,1,1,1,1,1,0.1,1,land,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,,90,1,1,1,1576,"['18L', '19L']",['South America'],Madrid,confederated state,Castilian Spanish,Indo-European,Crown of Castile and Aragon,continuity,House of Bourbon-Spain,,,,moralizing,1,1,0,Christianity,,,,,,,,,,,,,,,,,,,,,,7.46239799789896,6.85125834871908,5.35024801833416,10,0.918181818181818,1,4,0.888888888888889,5,EsHabsb,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrBurbE+1600,['Paris Basin'],French Kingdom,1600,1700,18500000,931000,245000,6,10,7,6,714,,1,1,1,1,1,0.1,state,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,18,1,1,1,1610,['31U'],['Europe'],Paris,unitary state,French,Indo-European,Late Valois,continuity,Late Bourbon,,,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,penitential procession,monthly,monthly,monthly,Carnival,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.26717172840301,5.96894968098134,5.38916608436453,7.66666666666667,0.918181818181818,1,4,1,5,FrBurbE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrBurbE+1700,['Paris Basin'],French Kingdom,1700,1800,21000000,2600000,455000,6,10,7,6,714,,1,1,1,1,1,0.1,state,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,18,1,1,1,1610,['31U'],['Europe'],Paris,unitary state,French,Indo-European,Late Valois,continuity,Late Bourbon,,,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,penitential procession,monthly,monthly,monthly,Carnival,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.32221929473392,6.41497334797082,5.65801139665711,7.66666666666667,0.918181818181818,1,4,1,5,FrBurbE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrBurbL+1700,"['Cahokia', 'Paris Basin']",French Kingdom,1700,1800,21800000,2000000,530000,6,12,6,6,714,,1,1,1,1,1,1,none,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,420,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,1732,"['15S', '31U']","['North America', 'Europe']",Versailles,unitary state,French,Indo-European,Early Bourbon,continuity,,,,none,moralizing,1,1,0,Christianity,secular fete,not applicable,yearly,yearly,penitential procession,monthly,monthly,monthly,Carnival,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.33845649360461,6.30102999566398,5.72427586960079,8,1,1,4,1,6,FrBurbL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrBurbL+1800,"['Cahokia', 'Paris Basin']",French Kingdom,1800,1900,25300000,2000000,556000,6,12,6,6,714,,1,1,1,1,1,1,none,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,420,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,1732,"['15S', '31U']","['North America', 'Europe']",Versailles,unitary state,French,Indo-European,Early Bourbon,continuity,,,,none,moralizing,1,1,0,Christianity,secular fete,not applicable,yearly,yearly,penitential procession,monthly,monthly,monthly,Carnival,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.40312052117582,6.30102999566398,5.74507479158206,8,1,1,4,1,6,FrBurbL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrCaptE+1000,['Paris Basin'],French Kingdom,1000,1100,500000,12000,25000,4,5,6,4,,,0.1,1,1,1,0.1,0.1,none,0.1,0.1,0,0.1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,0,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,0.1,1,1149,['31U'],['Europe'],Paris,loose,Occitan,Indo-European,Carolingian Empire,continuity,Late Capetian,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.69897000433602,4.07918124604763,4.39794000867204,5,0.418181818181818,0.777777777777778,4,0.888888888888889,5,FrCaptE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrCaptE+1100,['Paris Basin'],French Kingdom,1100,1200,500000,12000,25000,4,5,6,4,,,0.1,1,1,1,0.1,0.1,none,0.1,0.1,0,0.1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,0,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,0.1,1,1149,['31U'],['Europe'],Paris,loose,Occitan,Indo-European,Carolingian Empire,continuity,Late Capetian,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.69897000433602,4.07918124604763,4.39794000867204,5,0.418181818181818,0.777777777777778,4,0.888888888888889,5,FrCaptE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrCaptE+1200,['Paris Basin'],French Kingdom,1200,1300,500000,12000,25000,4,5,6,4,,,0.1,1,1,1,0.1,0.1,none,0.1,0.1,0,0.1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,0,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,0.1,1,1149,['31U'],['Europe'],Paris,loose,Occitan,Indo-European,Carolingian Empire,continuity,Late Capetian,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,5.69897000433602,4.07918124604763,4.39794000867204,5,0.418181818181818,0.777777777777778,4,0.888888888888889,5,FrCaptE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrCaptL+1200,['Paris Basin'],French Kingdom,1200,1300,4000000,80000,25000,5,5,6,5,250,,1,1,1,1,1,1,state salary,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,1,1,20000,145,112,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,,1,1298,['31U'],['Europe'],Paris,unitary state,Occitan,Indo-European,Proto-French,continuity,Early Valois,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.60205999132796,4.90308998699194,4.39794000867204,5.33333333333333,0.909090909090909,0.888888888888889,4,1,5,FrCaptL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrCaptL+1300,['Paris Basin'],French Kingdom,1300,1400,17000000,350000,200000,5,5,6,5,250,,1,1,1,0.1,1,1,state salary,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,1,1,20000,145,112,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,,1,1298,['31U'],['Europe'],Paris,unitary state,Occitan,Indo-European,Proto-French,continuity,Early Valois,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.23044892137827,5.54406804435028,5.30102999566398,5.33333333333333,0.827272727272727,0.888888888888889,4,1,5,FrCaptL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrCaptL+1400,['Paris Basin'],French Kingdom,1400,1500,17000000,350000,200000,5,5,6,5,250,,1,1,1,0.1,1,1,state salary,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,1,1,20000,145,112,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,15,0.1,,1,1298,['31U'],['Europe'],Paris,unitary state,Occitan,Indo-European,Proto-French,continuity,Early Valois,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,Entry into Paris ceremony,once per generation,once per generation,once per generation,medieval duel,,not applicable,,Feast of Fools,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.23044892137827,5.54406804435028,5.30102999566398,5.33333333333333,0.827272727272727,0.888888888888889,4,1,5,FrCaptL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrCarlE+900,['Paris Basin'],Carolingian Empire,900,1000,20000000,1100000,20000,4,4,6,4,,,0.1,1,1,1,0.1,1,state salary,1,0.1,1,1,1,1,,1,1,1,1,0.1,1,0.1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,,0,0,1,810,['31U'],['Europe'],Aix la Chapelle,unitary state,Latin,Indo-European,Late Merovingian Kingdoms,continuity,Late Carolingian Empire,Latin Christendom,17000000,,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,7.30102999566398,6.04139268515822,4.30102999566398,4.66666666666667,0.754545454545455,0.788888888888889,4,1,5,FrCarlE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
FrCarlL+900,['Paris Basin'],Carolingian Empire,900,1000,4000000,800000,10000,4,4,6,3,,,0.1,1,1,1,0.1,1,state salary,1,0.1,0,0.1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,,0,0,1,839,['31U'],['Europe'],Aix La Chapelle,nominal,,Indo-European,Carolingian Empire,continuity,Proto-French,Latin Christendom,17000000,none,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,not applicable,,liturgical processions,yearly,yearly,yearly,Mass,not applicable,daily,daily,Mass,not applicable,daily,daily,,6.60205999132796,5.90308998699194,4,4.33333333333333,0.581818181818182,0.888888888888889,4,0.888888888888889,5,FrCarlL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
