Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed
IrSeleu-200,"['Konya Plain', 'Sogdiana', 'Susiana']",Seleucid,-200,-100,30000000,2300000,50000,5,5,4,6,1500,,,1,1,1,,,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,,0.1,1,1,-190,"['36S', '42S', '39R']","['Southwest Asia', 'Central Eurasia']",Seleucid-on-the-Tigris,confederate state,Greek,Indo-European,Macedonian Empire,continuity,Parthian Empire,Greek,4500000,nominal allegiance,moralizing,0,1,,Greek Religion,Akitu,yearly,yearly,yearly,ritual against evil of lunar eclipse,seasonal,seasonal,seasonal,Akitu,yearly,yearly,yearly,feeding the gods,daily,daily,daily,Yasna,daily,daily,daily,Mesopotamian Religion,7.47712125471966,6.36172783601759,4.69897000433602,5,0.727272727272727,1,4,1,5,IrSeleu,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IrSeleu-100,"['Konya Plain', 'Sogdiana', 'Susiana']",Seleucid,-100,0,30000000,425000,50000,5,5,4,6,1500,,,1,1,1,,,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,,0.1,1,1,-190,"['36S', '42S', '39R']","['Southwest Asia', 'Central Eurasia']",Seleucid-on-the-Tigris,confederate state,Greek,Indo-European,Macedonian Empire,continuity,Parthian Empire,Greek,4500000,nominal allegiance,moralizing,0,1,,Greek Religion,Akitu,yearly,yearly,yearly,ritual against evil of lunar eclipse,seasonal,seasonal,seasonal,Akitu,yearly,yearly,yearly,feeding the gods,daily,daily,daily,Yasna,daily,daily,daily,Mesopotamian Religion,7.47712125471966,5.62838893005031,4.69897000433602,5,0.727272727272727,1,4,1,5,IrSeleu,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IrSeleu+0,"['Konya Plain', 'Sogdiana', 'Susiana']",Seleucid,0,100,30000000,425000,50000,5,5,4,6,1500,,,1,1,1,,,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,,0.1,1,1,-190,"['36S', '42S', '39R']","['Southwest Asia', 'Central Eurasia']",Seleucid-on-the-Tigris,confederate state,Greek,Indo-European,Macedonian Empire,continuity,Parthian Empire,Greek,4500000,nominal allegiance,moralizing,0,1,,Greek Religion,Akitu,yearly,yearly,yearly,ritual against evil of lunar eclipse,seasonal,seasonal,seasonal,Akitu,yearly,yearly,yearly,feeding the gods,daily,daily,daily,Yasna,daily,daily,daily,Mesopotamian Religion,7.47712125471966,5.62838893005031,4.69897000433602,5,0.727272727272727,1,4,1,5,IrSeleu,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IrSeljq+1100,"['Konya Plain', 'Sogdiana', 'Susiana']",Seljuk Empire,1100,1200,12100000,4000000,500000,5,6,3,4,750,,1,1,1,1,0.1,0.1,cash,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,54,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,,0,1,1,1091,"['36S', '42S', '39R']","['Southwest Asia', 'Central Eurasia']",Hamadan,confederated state,Persian,Afro-Asiatic,Kara-Khanids,elite migration,Il-Khanate,Perso-Islamic,3000000,nominal allegiance,moralizing,1,1,1,Islam,hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Nowruz,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,7.08278537031645,6.60205999132796,5.69897000433602,4.33333333333333,0.836363636363636,1,4,1,5,IrSeljq,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IrSeljq+1200,"['Konya Plain', 'Sogdiana', 'Susiana']",Seljuk Empire,1200,1300,12100000,4000000,500000,5,6,3,4,750,,1,1,1,1,0.1,0.1,cash,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,54,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,,,0,1,1,1091,"['36S', '42S', '39R']","['Southwest Asia', 'Central Eurasia']",Hamadan,confederated state,Persian,Afro-Asiatic,Kara-Khanids,elite migration,Il-Khanate,Perso-Islamic,3000000,nominal allegiance,moralizing,1,1,1,Islam,hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Nowruz,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,7.08278537031645,6.60205999132796,5.69897000433602,4.33333333333333,0.836363636363636,1,4,1,5,IrSeljq,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IsCommw+1000,['Iceland'],Icelandic Commonwealth,1000,1100,10000,103000,200,4,2,1,1,180,0,0,0,0,0.1,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0.1,,0,0,0,,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,,3400000,none,active,,1,,"""Old Norse"" Religion",Althing Assembly,yearly,yearly,yearly,duelling,yearly,,,Feasts,seasonally,seasonally,seasonally,Mass,weekly,weekly,weekly,Mass,weekly,weekly,weekly,,4,5.01283722470517,2.30102999566398,1.33333333333333,0.1,0,3,0.444444444444444,4,IsCommw,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IsCommw+1100,['Iceland'],Icelandic Commonwealth,1100,1200,31000,103000,200,4,2,2,2,180,1,0,0,1,0.1,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.1,,0,0,0,,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,,5600000,none,moralizing,1,1,1,"""Old Norse"" Religion",Althing Assembly,yearly,yearly,yearly,duelling,yearly,,,Feasts,seasonally,seasonally,seasonally,Mass,weekly,weekly,weekly,Mass,weekly,weekly,weekly,,4.49136169383427,5.01283722470517,2.30102999566398,2,0.190909090909091,0,4,1,4,IsCommw,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IsCommw+1200,['Iceland'],Icelandic Commonwealth,1200,1300,31000,103000,200,4,3,2,3,180,1,0,1,1,1,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.1,,0,0,0,,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,,5600000,none,moralizing,1,1,1,"""Old Norse"" Religion",Althing Assembly,yearly,yearly,yearly,duelling,yearly,,,Feasts,seasonally,seasonally,seasonally,Mass,weekly,weekly,weekly,Mass,weekly,weekly,weekly,,4.49136169383427,5.01283722470517,2.30102999566398,2.66666666666667,0.363636363636364,0,4,1,4,IsCommw,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
IsCommw+1300,['Iceland'],Icelandic Commonwealth,1300,1400,31000,103000,200,4,3,2,3,180,1,0,1,1,1,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.1,,0,0,0,,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,,5600000,none,moralizing,1,1,1,"""Old Norse"" Religion",Althing Assembly,yearly,yearly,yearly,duelling,yearly,,,Feasts,seasonally,seasonally,seasonally,Mass,weekly,weekly,weekly,Mass,weekly,weekly,weekly,,4.49136169383427,5.01283722470517,2.30102999566398,2.66666666666667,0.363636363636364,0,4,1,4,IsCommw,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItLombr+600,['Latium'],Regnum Italicum,600,700,2000000,172000,25000,5,5,5,5,700,,0,0.1,1,0.1,0.1,0.1,state,1,1,1,1,1,1,1,1,1,1,0,0.1,1,1,1,1,1,,,20,1,1,1,1,1,1,0.1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,1,0,,1,,,0,0,1,773,['33T'],['Europe'],Pavia,unitary state,Latin,Indo-European,Ostrogothic Kingdom,population migration,Republic of St Peter,Latin Christendom,17000000,none,,,,,,pilgrimage,daily,daily,once in a lifetime,monastic cursing,,,,feast days and saints' days processions,yearly,yearly,yearly,mass,weekly,daily,daily,baptism,yearly,weekly,once in a lifetime,,6.30102999566398,5.23552844690755,4.39794000867204,5,0.581818181818182,1,4,1,5,ItLombr,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItLombr+700,['Latium'],Regnum Italicum,700,800,2000000,172000,100000,5,5,5,5,700,,0,0.1,1,0.1,0.1,0.1,state,1,1,1,1,1,1,1,1,1,1,0,0.1,1,1,1,1,1,,,20,1,1,1,1,1,1,0.1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,1,0,,1,,,0,0,1,773,['33T'],['Europe'],Pavia,unitary state,Latin,Indo-European,Ostrogothic Kingdom,population migration,Republic of St Peter,Latin Christendom,17000000,none,,,,,,pilgrimage,daily,daily,once in a lifetime,monastic cursing,,,,feast days and saints' days processions,yearly,yearly,yearly,mass,weekly,daily,daily,baptism,yearly,weekly,once in a lifetime,,6.30102999566398,5.23552844690755,5,5,0.581818181818182,1,4,1,5,ItLombr,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItLombr+800,['Latium'],Regnum Italicum,800,900,2000000,172000,100000,5,5,5,5,700,,0,0.1,1,0.1,0.1,0.1,state,1,1,1,1,1,1,1,1,1,1,0,0.1,1,1,1,1,1,,,20,1,1,1,1,1,1,0.1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,1,0,,1,,,0,0,1,773,['33T'],['Europe'],Pavia,unitary state,Latin,Indo-European,Ostrogothic Kingdom,population migration,Republic of St Peter,Latin Christendom,17000000,none,,,,,,pilgrimage,daily,daily,once in a lifetime,monastic cursing,,,,feast days and saints' days processions,yearly,yearly,yearly,mass,weekly,daily,daily,baptism,yearly,weekly,once in a lifetime,,6.30102999566398,5.23552844690755,5,5,0.581818181818182,1,4,1,5,ItLombr,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItOstrg+500,['Latium'],Ostrogothic Kingdom,500,600,5500000,635000,100000,5,5,5,6,1300,,1,0,1,1,0.1,0.1,state,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,30,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,1,1,1,524,['33T'],['Europe'],Ravenna,unitary state,Germanic,indo-European,Roman Late Antiquity,continuity,Eastern Roman Empire,,,alliance,moralizing,1,1,0,Christianity,chariot races,,,,,,,,chariot races,,,,baptism,,,once in a lifetime,public oath-swearing,not applicable,,,,6.74036268949424,5.80277372529198,5,5.33333333333333,0.745454545454545,1,4,1,5,ItOstrg,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItOstrg+600,['Latium'],Ostrogothic Kingdom,600,700,5500000,635000,100000,5,5,5,6,1300,,1,0,1,1,0.1,0.1,state,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,30,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,1,1,1,524,['33T'],['Europe'],Ravenna,unitary state,Germanic,indo-European,Roman Late Antiquity,continuity,Eastern Roman Empire,,,alliance,moralizing,1,1,0,Christianity,chariot races,,,,,,,,chariot races,,,,baptism,,,once in a lifetime,public oath-swearing,not applicable,,,,6.74036268949424,5.80277372529198,5,5.33333333333333,0.745454545454545,1,4,1,5,ItOstrg,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapEM+1000,['Latium'],Patrimony of St Peter,1000,1100,300000,14000,35000,6,6,6,5,140,,1,1,1,1,0,1,land,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,,40,5,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,8.8,0,0,1,1029,['33T'],['Europe'],Rome,loose,Latin,Indo-European,Republic of St Peter First Period,continuity,Papal State,Latin Christendom,17000000,vassalage,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,,,liturgical processions,yearly,monthly,yearly,mass,weekly,daily,daily,baptism,yearly,weekly,once in a lifetime,,5.47712125471966,4.14612803567824,4.54406804435028,5.66666666666667,0.909090909090909,0.888888888888889,4,1,4,ItPapEM,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapEM+1100,['Latium'],Patrimony of St Peter,1100,1200,300000,6000,35000,6,6,6,5,140,,1,1,1,1,0,1,land,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,,40,5,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,8.8,0,0,1,1029,['33T'],['Europe'],Rome,loose,Latin,Indo-European,Republic of St Peter First Period,continuity,Papal State,Latin Christendom,17000000,vassalage,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,,,liturgical processions,yearly,monthly,yearly,mass,weekly,daily,daily,baptism,yearly,weekly,once in a lifetime,,5.47712125471966,3.77815125038364,4.54406804435028,5.66666666666667,0.909090909090909,0.888888888888889,4,1,4,ItPapEM,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapEM+1200,['Latium'],Patrimony of St Peter,1200,1300,300000,6000,35000,6,6,6,5,140,,1,1,1,1,0,1,land,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,,40,5,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,8.8,0,0,1,1029,['33T'],['Europe'],Rome,loose,Latin,Indo-European,Republic of St Peter First Period,continuity,Papal State,Latin Christendom,17000000,vassalage,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,medieval duel,,,,liturgical processions,yearly,monthly,yearly,mass,weekly,daily,daily,baptism,yearly,weekly,once in a lifetime,,5.47712125471966,3.77815125038364,4.54406804435028,5.66666666666667,0.909090909090909,0.888888888888889,4,1,4,ItPapEM,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapHM+1200,['Latium'],Papal State,1200,1300,300000,44000,35000,5,5,6,4,145,,1,1,1,1,0,,state,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.1,,0,0,1,1239,['33T'],['Europe'],Avignon,unitary state,Latin,Indo-European,Republic of St Peter Second Period,continuity,Papal State Babylonian Captivity,Christendom,,alliance,moralizing,1,1,0,Christianity,Jubilee,once in a lifetime,once in a lifetime,once in a lifetime,self-flagellation,once per generation,once per generation,once per generation,liturgical processions,yearly,monthly,yearly,mass,weekly,daily,daily,baptism,monthly,monthly,once in a lifetime,,5.47712125471966,4.64345267648619,4.54406804435028,5,0.818181818181818,0.888888888888889,4,1,5,ItPapHM,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapHM+1300,['Latium'],Papal State,1300,1400,300000,44000,35000,5,5,6,4,145,,1,1,1,1,0,,state,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.1,,0,0,1,1239,['33T'],['Europe'],Avignon,unitary state,Latin,Indo-European,Republic of St Peter Second Period,continuity,Papal State Babylonian Captivity,Christendom,,alliance,moralizing,1,1,0,Christianity,Jubilee,once in a lifetime,once in a lifetime,once in a lifetime,self-flagellation,once per generation,once per generation,once per generation,liturgical processions,yearly,monthly,yearly,mass,weekly,daily,daily,baptism,monthly,monthly,once in a lifetime,,5.47712125471966,4.64345267648619,4.54406804435028,5,0.818181818181818,0.888888888888889,4,1,5,ItPapHM,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapHM+1400,['Latium'],Papal State,1400,1500,300000,44000,35000,5,5,6,4,145,,1,1,1,1,0,,state,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.1,,0,0,1,1239,['33T'],['Europe'],Avignon,unitary state,Latin,Indo-European,Republic of St Peter Second Period,continuity,Papal State Babylonian Captivity,Christendom,,alliance,moralizing,1,1,0,Christianity,Jubilee,once in a lifetime,once in a lifetime,once in a lifetime,self-flagellation,once per generation,once per generation,once per generation,liturgical processions,yearly,monthly,yearly,mass,weekly,daily,daily,baptism,monthly,monthly,once in a lifetime,,5.47712125471966,4.64345267648619,4.54406804435028,5,0.818181818181818,0.888888888888889,4,1,5,ItPapHM,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapM1+1600,['Latium'],Statum Pontificum,1600,1700,1600000,44000,116695,4,5,6,4,519,,1,1,1,1,0,0.1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,120,220,138,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,72,0,1,1,1570,['33T'],['Europe'],Rome,unitary,Latin,Indo-European,Papal State Renaissance Period,continuity,Papal States,Roman Catholicism,,alliance,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,duel,not applicable,,,confraternity events,not applicable,yearly,monthly,mass,weekly,daily,daily,baptism,monthly,monthly,once in a lifetime,,6.20411998265592,4.64345267648619,5.06705224834246,5,0.827272727272727,1,4,1,5,ItPapM1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapM1+1700,['Latium'],Statum Pontificum,1700,1800,1600000,44000,99312,4,5,6,4,519,,1,1,1,1,0,0.1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,120,220,138,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,72,0,1,1,1570,['33T'],['Europe'],Rome,unitary,Latin,Indo-European,Papal State Renaissance Period,continuity,Papal States,Roman Catholicism,,alliance,moralizing,1,1,0,Christianity,pilgrimage,daily,daily,once in a lifetime,duel,not applicable,,,confraternity events,not applicable,yearly,monthly,mass,weekly,daily,daily,baptism,monthly,monthly,once in a lifetime,,6.20411998265592,4.64345267648619,4.99700172804132,5,0.827272727272727,1,4,1,5,ItPapM1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapM2+1700,['Latium'],Statum Pontificium,1700,1800,1900000,44000,135000,6,5,6,4,428,,1,1,1,1,0,0.1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,72,0,0,1,1749,['33T'],['Europe'],Rome,unitary,Latin,Indo-European,Papal State Holy Wars,continuity,Napoleonic Empire,Roman Catholicism,,alliance,moralizing,1,1,0,,pilgrimage,daily,daily,once in a lifetime,duel,not applicable,,,confraternity events,not applicable,yearly,monthly,mass,weekly,daily,daily,baptism,monthly,monthly,once in a lifetime,,6.27875360095283,4.64345267648619,5.13033376849501,5,0.827272727272727,1,4,1,6,ItPapM2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapM2+1800,['Latium'],Statum Pontificium,1800,1900,2300000,44000,158000,6,5,6,4,428,,1,1,1,1,0,0.1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,72,0,0,1,1749,['33T'],['Europe'],Rome,unitary,Latin,Indo-European,Papal State Holy Wars,continuity,Napoleonic Empire,Roman Catholicism,,alliance,moralizing,1,1,0,,pilgrimage,daily,daily,once in a lifetime,duel,not applicable,,,confraternity events,not applicable,yearly,monthly,mass,weekly,daily,daily,baptism,monthly,monthly,once in a lifetime,,6.36172783601759,4.64345267648619,5.19865708695442,5,0.827272727272727,1,4,1,6,ItPapM2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapM2+1900,['Latium'],Statum Pontificium,1900,2000,2300000,44000,158000,6,5,6,4,428,,1,1,1,1,0,0.1,state salary,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,72,0,0,1,1749,['33T'],['Europe'],Rome,unitary,Latin,Indo-European,Papal State Holy Wars,continuity,Napoleonic Empire,Roman Catholicism,,alliance,moralizing,1,1,0,,pilgrimage,daily,daily,once in a lifetime,duel,not applicable,,,confraternity events,not applicable,yearly,monthly,mass,weekly,daily,daily,baptism,monthly,monthly,once in a lifetime,,6.36172783601759,4.64345267648619,5.19865708695442,5,0.827272727272727,1,4,1,6,ItPapM2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapRn+1400,['Latium'],Stato Pontificio,1400,1500,600000,44000,25000,4,5,5,4,430,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,,41,21,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,8.8,0,0,1,1505,['33T'],['Europe'],Rome,loose,Latin,Indo-European,Papal State Babylonian Captivity,continuity,Papal State,Christendom,,none,moralizing,1,1,0,Christianity,Jubilee,once in a lifetime,once in a lifetime,once in a lifetime,,,,,liturgical processions,yearly,monthly,yearly,mass,weekly,daily,daily,baptism,monthly,monthly,once in a lifetime,,5.77815125038364,4.64345267648619,4.39794000867204,4.66666666666667,0.909090909090909,0.888888888888889,4,1,5,ItPapRn,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ItPapRn+1500,['Latium'],Stato Pontificio,1500,1600,1600000,44000,55000,4,5,5,4,430,,1,1,1,1,0,1,state salary,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,,41,21,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,8.8,0,0,1,1505,['33T'],['Europe'],Rome,loose,Latin,Indo-European,Papal State Babylonian Captivity,continuity,Papal State,Christendom,,none,moralizing,1,1,0,Christianity,Jubilee,once in a lifetime,once in a lifetime,once in a lifetime,,,,,liturgical processions,yearly,monthly,yearly,mass,weekly,daily,daily,baptism,monthly,monthly,once in a lifetime,,6.20411998265592,4.64345267648619,4.74036268949424,4.66666666666667,0.909090909090909,0.888888888888889,4,1,5,ItPapRn,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
