,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2
746,IrSusa2-3500,['Susiana'],Susa II,-3500,-3400,10000.0,,5000.0,3,2.0,2.0,3.0,20,,0.1,,1.0,1.0,,,,1.0,0.1,,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,1.0,1.0,,['39R'],['Southwest Asia'],Susa,unitary state,Sumerian,,,,,Sumerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.6989700043360183,2.333333333333333,0.3909090909090908,0.5777777777777777,4.0,0.5555555555555556,3.0,IrSusa2,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",29.418539921951666,0.10759778026763932,0.0,,0.0,0.0,100.56062955264045,0.09950024043578393,0.0
747,IrSusa2-3400,['Susiana'],Susa II,-3400,-3300,21000.0,,5000.0,4,2.0,2.0,4.0,20,,0.1,,1.0,1.0,,,,1.0,0.1,,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,1.0,1.0,,['39R'],['Southwest Asia'],Susa,unitary state,Sumerian,,,,,Sumerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32221929473392,,3.6989700043360183,2.6666666666666665,0.3909090909090908,0.5777777777777777,4.0,0.5555555555555556,3.0,IrSusa2,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",33.41853992195166,0.07793193921128078,0.0,,0.0,0.0,104.25959955697647,0.06669441920114595,0.0
748,IrSusa2-3300,['Susiana'],Susa II,-3300,-3200,21000.0,,5000.0,4,2.0,2.0,4.0,20,,0.1,,1.0,1.0,,,,1.0,0.1,,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,1.0,1.0,,['39R'],['Southwest Asia'],Susa,unitary state,Sumerian,,,,,Sumerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32221929473392,,3.6989700043360183,2.6666666666666665,0.3909090909090908,0.5777777777777777,4.0,0.5555555555555556,3.0,IrSusa2,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",37.74075921668558,0.11620544679305211,0.0,,0.0,0.0,107.95856956131249,0.0994490174414962,0.0
749,IrSusa2-3200,['Susiana'],Susa II,-3200,-3100,6900.0,,1250.0,4,2.0,2.0,4.0,20,,0.1,,1.0,1.0,,,,1.0,0.1,,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,1.0,1.0,,['39R'],['Southwest Asia'],Susa,unitary state,Sumerian,,,,,Sumerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8388490907372548,,3.096910013008056,2.6666666666666665,0.3909090909090908,0.5777777777777777,4.0,0.5555555555555556,3.0,IrSusa2,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",42.0629785114195,0.10434119879407285,0.0,,0.0,0.0,111.6575395656485,0.08417504717607167,0.0
750,IrSusa2-3100,['Susiana'],Susa II,-3100,-3000,6900.0,,1250.0,4,2.0,2.0,4.0,20,,0.1,,1.0,1.0,,,,1.0,0.1,,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,1.0,1.0,,['39R'],['Southwest Asia'],Susa,unitary state,Sumerian,,,,,Sumerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8388490907372548,,3.096910013008056,2.6666666666666665,0.3909090909090908,0.5777777777777777,4.0,0.5555555555555556,3.0,IrSusa2,0.1111111111111111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",45.90182760215676,3.9431902895313273,0.0,,0.0,0.0,114.75444957865656,3.1810850601841274,0.0
751,IrSusa3-3100,['Susiana'],Susa III,-3100,-3000,,,2500.0,4,2.0,2.0,2.0,,,0.1,,1.0,1.0,,,,1.0,0.1,,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,,,1.0,,['39R'],['Southwest Asia'],Susa,unitary state,Proto-Elamite,,,,,Sumerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.397940008672037,2.0,0.3909090909090908,0.5777777777777777,4.0,0.5555555555555556,3.0,IrSusa3,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,117.85135959166462,3.4902971515434937,0.0
752,IrSusa3-3000,['Susiana'],Susa III,-3000,-2900,,,2500.0,4,2.0,2.0,2.0,,,0.1,,1.0,1.0,,,,1.0,0.1,,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,,,1.0,,['39R'],['Southwest Asia'],Susa,unitary state,Proto-Elamite,,,,,Sumerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.397940008672037,2.0,0.3909090909090908,0.5777777777777777,4.0,0.5555555555555556,3.0,IrSusa3,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,121.24929960033666,0.06243224202290068,0.0
753,IrSusa3-2900,['Susiana'],Susa III,-2900,-2800,,,2500.0,4,2.0,2.0,2.0,,,0.1,,1.0,1.0,,,,1.0,0.1,,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,,,1.0,,['39R'],['Southwest Asia'],Susa,unitary state,Proto-Elamite,,,,,Sumerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.397940008672037,2.0,0.3909090909090908,0.5777777777777777,4.0,0.5555555555555556,3.0,IrSusa3,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,124.6472396090087,0.09235714287145681,0.0
754,IrSusa3-2800,['Susiana'],Susa III,-2800,-2700,,,2500.0,4,2.0,2.0,2.0,,,0.1,,1.0,1.0,,,,1.0,0.1,,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,,,1.0,,['39R'],['Southwest Asia'],Susa,unitary state,Proto-Elamite,,,,,Sumerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.397940008672037,2.0,0.3909090909090908,0.5777777777777777,4.0,0.5555555555555556,3.0,IrSusa3,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,128.04517961768073,0.06226818305334569,0.0
755,IrSusa3-2700,['Susiana'],Susa III,-2700,-2600,,,2500.0,4,2.0,2.0,2.0,,,0.1,,1.0,1.0,,,,1.0,0.1,,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,,,1.0,,['39R'],['Southwest Asia'],Susa,unitary state,Proto-Elamite,,,,,Sumerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.397940008672037,2.0,0.3909090909090908,0.5777777777777777,4.0,0.5555555555555556,3.0,IrSusa3,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,131.44311962635277,0.06228770856278846,0.0
756,IrSusa3-2600,['Susiana'],Susa III,-2600,-2500,,,2500.0,4,2.0,2.0,2.0,,,0.1,,1.0,1.0,,,,1.0,0.1,,0.1,,1.0,0.1,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,,,1.0,,['39R'],['Southwest Asia'],Susa,unitary state,Proto-Elamite,,,,,Sumerian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.397940008672037,2.0,0.3909090909090908,0.5777777777777777,4.0,0.5555555555555556,3.0,IrSusa3,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,134.8410596350248,3.490316677052937,0.0
757,IsCommw+1000,['Iceland'],Icelandic Commonwealth,1000,1100,10000.0,103000.0,200.0,4,2.0,1.0,1.0,180,0.0,0.0,0.0,0.0,0.1,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,,0.0,0.0,0.0,,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,,3400000,none,active,,1.0,,"""Old Norse"" Religion",Althing Assembly,yearly,yearly,yearly,duelling,yearly,,,Feasts,seasonally,seasonally,seasonally,Mass,weekly,weekly,weekly,Mass,weekly,weekly,weekly,,4.0,5.012837224705172,2.3010299956639813,1.3333333333333333,0.1,0.0,3.0,0.4444444444444444,4.0,IsCommw,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,7.559546769814981,4.0,5.012837224705172,9.47369436240707,5.012837224705172,2.3010299956639813,4.348685967742258,2.3010299956639813
758,IsCommw+1100,['Iceland'],Icelandic Commonwealth,1100,1200,31000.0,103000.0,200.0,4,2.0,2.0,2.0,180,1.0,0.0,0.0,1.0,0.1,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,,0.0,0.0,0.0,,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,,5600000,none,moralizing,1.0,1.0,1.0,"""Old Norse"" Religion",Althing Assembly,yearly,yearly,yearly,duelling,yearly,,,Feasts,seasonally,seasonally,seasonally,Mass,weekly,weekly,weekly,Mass,weekly,weekly,weekly,,4.491361693834273,5.012837224705172,2.3010299956639813,2.0,0.19090909090909086,0.0,4.0,1.0,4.0,IsCommw,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",12.491361693834273,9.273298226669702,4.491361693834273,15.038511674115515,10.349986867069187,5.012837224705172,6.903089986991944,4.750928300340966,2.3010299956639813
759,IsCommw+1200,['Iceland'],Icelandic Commonwealth,1200,1300,31000.0,103000.0,200.0,4,3.0,2.0,3.0,180,1.0,0.0,1.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,,0.0,0.0,0.0,,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,,5600000,none,moralizing,1.0,1.0,1.0,"""Old Norse"" Religion",Althing Assembly,yearly,yearly,yearly,duelling,yearly,,,Feasts,seasonally,seasonally,seasonally,Mass,weekly,weekly,weekly,Mass,weekly,weekly,weekly,,4.491361693834273,5.012837224705172,2.3010299956639813,2.6666666666666665,0.3636363636363637,0.0,4.0,1.0,4.0,IsCommw,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",21.47408508150282,9.089523338425849,4.491361693834273,25.06418612352586,10.144874550682049,5.012837224705172,11.505149978319906,4.656776112402194,2.3010299956639813
760,IsCommw+1300,['Iceland'],Icelandic Commonwealth,1300,1400,31000.0,103000.0,200.0,4,3.0,2.0,3.0,180,1.0,0.0,1.0,1.0,1.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,,0.0,0.0,0.0,,['27W'],['Europe'],none,nominal,Old Norse,Germanic,Early Settlers,continuity,Kingdom of Norway,,5600000,none,moralizing,1.0,1.0,1.0,"""Old Norse"" Religion",Althing Assembly,yearly,yearly,yearly,duelling,yearly,,,Feasts,seasonally,seasonally,seasonally,Mass,weekly,weekly,weekly,Mass,weekly,weekly,weekly,,4.491361693834273,5.012837224705172,2.3010299956639813,2.6666666666666665,0.3636363636363637,0.0,4.0,1.0,4.0,IsCommw,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",30.456808469171364,19.28195582024632,6.737042540751409,35.0898605729362,21.520712979660967,7.5192558370577585,16.10720996964787,9.878598461211263,3.451544993495972
761,ItBenLP+600,['Latium'],Beneventum,600,700,,,,,,,,,,,1.0,1.0,,0.1,0.1,state salary,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,0.1,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],Benevento,,Latin,Indo-European,Lombards,continuity,,Latin Christendom,17000000,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6545454545454545,0.6666666666666666,4.0,0.7777777777777778,5.0,ItBenLP,0.4444444444444444,"[1, 1, 1, 1, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,,0.0,0.0
762,ItBenLP+700,['Latium'],Beneventum,700,800,,,,,,,,,,,1.0,1.0,,0.1,0.1,state salary,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,0.1,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],Benevento,,Latin,Indo-European,Lombards,continuity,,Latin Christendom,17000000,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6545454545454545,0.6666666666666666,4.0,0.7777777777777778,5.0,ItBenLP,0.4444444444444444,"[1, 1, 1, 1, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,,0.0,0.0
763,ItBenLP+800,['Latium'],Beneventum,800,900,,,,,,,,,,,1.0,1.0,,0.1,0.1,state salary,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,0.1,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],Benevento,,Latin,Indo-European,Lombards,continuity,,Latin Christendom,17000000,vassalage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6545454545454545,0.6666666666666666,4.0,0.7777777777777778,5.0,ItBenLP,0.4444444444444444,"[1, 1, 1, 1, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,,0.0,0.0
764,ItLatBA-1800,['Latium'],Latium Bronze Age,-1800,-1700,,,20.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3010299956639813,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,0.0,1.3662948721867576,0.3252574989159953
765,ItLatBA-1700,['Latium'],Latium Bronze Age,-1700,-1600,,,20.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3010299956639813,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,1.3010299956639813,0.06591870345897294,0.3252574989159953
766,ItLatBA-1600,['Latium'],Latium Bronze Age,-1600,-1500,,,20.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3010299956639813,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,2.6020599913279625,0.06573221743120097,0.6505149978319906
767,ItLatBA-1500,['Latium'],Latium Bronze Age,-1500,-1400,,,20.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3010299956639813,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,3.9030899869919438,0.06599900849496876,0.9757724967479859
768,ItLatBA-1400,['Latium'],Latium Bronze Age,-1400,-1300,,,20.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3010299956639813,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,5.204119982655925,0.06656907548646235,0.9757724967479859
769,ItLatBA-1300,['Latium'],Latium Bronze Age,-1300,-1200,,,20.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3010299956639813,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,6.505149978319906,0.09867259746361423,0.6505149978319906
