,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2
770,ItLatBA-1200,['Latium'],Latium Bronze Age,-1200,-1100,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,7.8061799739838875,0.052922943480638696,1.0
771,ItLatBA-1100,['Latium'],Latium Bronze Age,-1100,-1000,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,9.806179973983888,0.05410838524534668,1.5
772,ItLatBA-1000,['Latium'],Latium Bronze Age,-1000,-900,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,11.806179973983888,2.0525500561670147,3.0
773,ItLatBA-900,['Latium'],Latium Bronze Age,-900,-800,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,13.806179973983888,2.053171385314375,3.5
774,ItLatBA-800,['Latium'],Latium Bronze Age,-800,-700,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,15.806179973983888,2.052840477600449,3.5
775,ItLatBA-700,['Latium'],Latium Bronze Age,-700,-600,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,25.40823996531185,4.056038192056657,6.5
776,ItLatBA-600,['Latium'],Latium Bronze Age,-600,-500,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,29.40823996531185,4.054918585724768,6.5
777,ItLatBA-500,['Latium'],Latium Bronze Age,-500,-400,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,46.19299094872056,6.059617218565501,5.5
778,ItLatBA-400,['Latium'],Latium Bronze Age,-400,-300,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,52.670112203440226,2.0091554438087433,0.5
779,ItLatBA-300,['Latium'],Latium Bronze Age,-300,-200,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,59.369082207776245,2.0127622658587967,3.5
780,ItLatBA-200,['Latium'],Latium Bronze Age,-200,-100,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,66.69130150251017,4.012812926129441,6.0
781,ItLatBA-100,['Latium'],Latium Bronze Age,-100,0,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,73.39027150684619,2.0628047742096953,5.0
782,ItLatBA+0,['Latium'],Latium Bronze Age,0,100,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,86.31455079290808,0.10761715239190169,5.5
783,ItLatBA+100,['Latium'],Latium Bronze Age,100,200,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,105.87085329367537,0.061277390662592496,4.0
784,ItLatBA+200,['Latium'],Latium Bronze Age,200,300,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,113.87085329367537,0.016636830273224646,3.0
785,ItLatBA+300,['Latium'],Latium Bronze Age,300,400,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,115.87085329367537,0.013181188362945791,4.5
786,ItLatBA+400,['Latium'],Latium Bronze Age,400,500,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,146.85312452671494,2.0134305832891637,5.0
787,ItLatBA+500,['Latium'],Latium Bronze Age,500,600,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,159.55209453105095,4.12118034836987,8.0
788,ItLatBA+600,['Latium'],Latium Bronze Age,600,700,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,167.25106453538697,10.134687388220039,8.0
789,ItLatBA+700,['Latium'],Latium Bronze Age,700,800,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,193.5240658074507,8.13224982099535,8.5
790,ItLatBA+800,['Latium'],Latium Bronze Age,800,900,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,220.767103856137,10.021316485224823,10.5
791,ItLatBA+900,['Latium'],Latium Bronze Age,900,1000,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,227.36916384746496,2.0713086586134977,6.0
792,ItLatBA+1000,['Latium'],Latium Bronze Age,1000,1100,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,233.91323189181523,4.078186739982456,6.0
793,ItLatBA+1100,['Latium'],Latium Bronze Age,1100,1200,,,100.0,1,1.0,1.0,1.0,,,0.0,0.0,0.1,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.1,0.1,0.0,0.1,,,,,0.0,0.0,0.1,1.0,0.0,0.0,0.1,0.0,,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,,['33T'],['Europe'],,quasipolity,Latin,Indo-European,Copper Age Latium,continuity,Iron Age Latium,Appenine culture,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.009090909090909092,0.03333333333333334,2.0,0.0,1.0,ItLatBA,0.2222222222222222,"[1, 1, 0, 0, 0, 0, 0, 0, 0]",,0.0,0.0,,0.0,0.0,245.05935992749346,2.1212293960169384,4.0
