,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2
922,JpJomo1-10000,['Kansai'],,-10000,-9900,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,JpJomo1,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",,0.0,0.0
923,JpJomo1-9900,['Kansai'],,-9900,-9800,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,JpJomo1,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",,0.0,0.0
924,JpJomo1-9800,['Kansai'],,-9800,-9700,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,JpJomo1,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",,0.0,0.0
925,JpJomo1-9700,['Kansai'],,-9700,-9600,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,JpJomo1,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",,0.0,0.0
926,JpJomo1-9600,['Kansai'],,-9600,-9500,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,JpJomo1,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",,0.0,0.0
927,JpJomo1-9500,['Kansai'],,-9500,-9400,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,JpJomo1,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",,0.0,0.0
928,JpJomo1-9400,['Kansai'],,-9400,-9300,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,JpJomo1,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",,0.0,0.0
929,JpJomo1-9300,['Kansai'],,-9300,-9200,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,JpJomo1,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",,0.0,0.0
930,JpJomo1-9200,['Kansai'],,-9200,-9100,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Soso-ki,,Initial Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05555555555555555,,0.0,,JpJomo1,0.6666666666666666,"[1, 1, 1, 1, 0, 0, 1, 0, 1]",,0.0,0.0
931,JpJomo2-9200,['Kansai'],,-9200,-9100,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
932,JpJomo2-9100,['Kansai'],,-9100,-9000,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
933,JpJomo2-9000,['Kansai'],,-9000,-8900,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
934,JpJomo2-8900,['Kansai'],,-8900,-8800,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
935,JpJomo2-8800,['Kansai'],,-8800,-8700,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
936,JpJomo2-8700,['Kansai'],,-8700,-8600,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
937,JpJomo2-8600,['Kansai'],,-8600,-8500,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
938,JpJomo2-8500,['Kansai'],,-8500,-8400,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
939,JpJomo2-8400,['Kansai'],,-8400,-8300,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
940,JpJomo2-8300,['Kansai'],,-8300,-8200,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
941,JpJomo2-8200,['Kansai'],,-8200,-8100,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
942,JpJomo2-8100,['Kansai'],,-8100,-8000,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
943,JpJomo2-8000,['Kansai'],,-8000,-7900,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
944,JpJomo2-7900,['Kansai'],,-7900,-7800,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
945,JpJomo2-7800,['Kansai'],,-7800,-7700,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
946,JpJomo2-7700,['Kansai'],,-7700,-7600,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
947,JpJomo2-7600,['Kansai'],,-7600,-7500,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
948,JpJomo2-7500,['Kansai'],,-7500,-7400,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
949,JpJomo2-7400,['Kansai'],,-7400,-7300,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
950,JpJomo2-7300,['Kansai'],,-7300,-7200,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
951,JpJomo2-7200,['Kansai'],,-7200,-7100,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
952,JpJomo2-7100,['Kansai'],,-7100,-7000,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
953,JpJomo2-7000,['Kansai'],,-7000,-6900,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
954,JpJomo2-6900,['Kansai'],,-6900,-6800,,,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,0.1,0.1,0.1,0.1,0.1,,,,,,0.1,,,0.0,,0.1,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,['53S'],['East Asia'],0.1,quasipolity,,,Incipient Jomon,continuity,Early Jomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.05555555555555555,,0.0,,JpJomo2,0.5555555555555556,"[1, 1, 1, 0, 0, 0, 1, 0, 1]",,0.0,0.0
