,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2
114,CnQingE+1700,"['Middle Yellow River Valley', 'Orkhon Valley']",Qing,1700,1800,100000000.0,13100000.0,668200.0,7,10.0,3.0,7.0,3270,,1.0,1.0,1.0,,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2000,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1795.0,"['50S', '48T']","['East Asia', 'Central Eurasia']",Beijing,unitary state,Chinese,Mongolic,Late Ming,continuity,Late Qing,China,13100000,alliance,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,yearly,yearly,yearly,New Year celebrations,not applicable,yearly,yearly,daily Kunninggong sacrifices,daily,daily,daily,ancestor worship,not applicable,monthly,monthly,,8.0,7.1172712956557636,5.824906471302112,6.666666666666668,0.9090909090909092,0.8999999999999999,4.0,1.0,6.0,CnQingE,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",351.07411036017083,17.795464556805097,10.0
115,CnQingE+1800,"['Middle Yellow River Valley', 'Orkhon Valley']",Qing,1800,1900,100000000.0,13100000.0,668200.0,7,10.0,3.0,7.0,3270,,1.0,1.0,1.0,,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2000,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1795.0,"['50S', '48T']","['East Asia', 'Central Eurasia']",Beijing,unitary state,Chinese,Mongolic,Late Ming,continuity,Late Qing,China,13100000,alliance,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,yearly,yearly,yearly,New Year celebrations,not applicable,yearly,yearly,daily Kunninggong sacrifices,daily,daily,daily,ancestor worship,not applicable,monthly,monthly,,8.0,7.1172712956557636,5.824906471302112,6.666666666666668,0.9090909090909092,0.8999999999999999,4.0,1.0,6.0,CnQingE,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",372.41377887543126,19.196723274427775,10.0
116,CnQingL+1800,"['Middle Yellow River Valley', 'Orkhon Valley']",Late Qing,1800,1900,295000000.0,11300000.0,890892.0,7,10.0,3.0,7.0,3270,,1.0,1.0,1.0,,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,2000,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1850.0,"['50S', '48T']","['East Asia', 'Central Eurasia']",Beijing,unitary state,Chinese,Sino-Tibetan,Early Qing,continuity,Republic of China,China,11300000,alliance,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,yearly,yearly,yearly,New Year celebrations,yearly,yearly,yearly,daily Kunninggong sacrifices,daily,daily,daily,ancestor worship,not applicable,monthly,monthly,,8.469822015978162,7.053078443483419,5.949825059090825,6.666666666666668,0.9090909090909092,0.8999999999999999,4.0,1.0,6.0,CnQingL,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",372.1788678674422,20.3241036780486,16.939644031956323
117,CnQingL+1900,"['Middle Yellow River Valley', 'Orkhon Valley']",Late Qing,1900,2000,334000000.0,11300000.0,1039360.0,7,10.0,3.0,7.0,3270,,1.0,1.0,1.0,,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,2000,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1850.0,"['50S', '48T']","['East Asia', 'Central Eurasia']",Beijing,unitary state,Chinese,Sino-Tibetan,Early Qing,continuity,Republic of China,China,11300000,alliance,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,yearly,yearly,yearly,New Year celebrations,yearly,yearly,yearly,daily Kunninggong sacrifices,daily,daily,daily,ancestor worship,not applicable,monthly,monthly,,8.523746466811565,7.053078443483419,6.016765998889045,6.666666666666668,0.9090909090909092,0.8999999999999999,4.0,1.0,6.0,CnQingL,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",387.53776550861215,4.808289642457004,17.04749293362313
118,CnQingL+2000,"['Middle Yellow River Valley', 'Orkhon Valley']",Late Qing,2000,2100,334000000.0,11300000.0,1104372.0,7,10.0,3.0,7.0,3270,,1.0,1.0,1.0,,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,2000,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1850.0,"['50S', '48T']","['East Asia', 'Central Eurasia']",Beijing,unitary state,Chinese,Sino-Tibetan,Early Qing,continuity,Republic of China,China,11300000,alliance,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,yearly,yearly,yearly,New Year celebrations,yearly,yearly,yearly,daily Kunninggong sacrifices,daily,daily,daily,ancestor worship,not applicable,monthly,monthly,,8.523746466811565,7.053078443483419,6.043115387101919,6.666666666666668,0.9090909090909092,0.8999999999999999,4.0,1.0,6.0,CnQingL,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",396.06151197542374,0.6364568223428945,8.523746466811565
119,CnSSong+1200,['Middle Yellow River Valley'],Southern Song,1200,1300,,,,5,,,,,,,1.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,0.1,0.1,1.0,,['50S'],['East Asia'],Hangzhou,,,,,,,,,,,,,,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,not applicable,yearly,yearly,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,twice-monthly visit to the ancestors,monthly,monthly,monthly,,,,,,0.9090909090909092,1.0,4.0,0.8888888888888888,6.0,CnSSong,0.4444444444444444,"[1, 1, 1, 1, 0, 0, 0, 0, 0]",,0.0,0.0
120,CnSSong+1300,['Middle Yellow River Valley'],Southern Song,1300,1400,,,,5,,,,,,,1.0,1.0,1.0,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,0.1,0.1,1.0,,['50S'],['East Asia'],Hangzhou,,,,,,,,,,,,,,,imperial sacrifice at the capital,yearly,yearly,yearly,palace exams,not applicable,yearly,yearly,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,twice-monthly visit to the ancestors,monthly,monthly,monthly,,,,,,0.9090909090909092,1.0,4.0,0.8888888888888888,6.0,CnSSong,0.4444444444444444,"[1, 1, 1, 1, 0, 0, 0, 0, 0]",,0.0,0.0
121,CnShang-1200,['Middle Yellow River Valley'],Late Shang,-1200,-1100,5000000.0,1000000.0,,5,4.0,3.0,3.0,390,1.0,,1.0,1.0,1.0,0.1,0.1,,1.0,,0.0,0.1,1.0,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,14.5,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,,,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,,1.0,,0.1,,1.0,-1200.0,['50S'],['East Asia'],Yin,unitary state,Chinese,Sino-Tibetan,Erligang period,continuity,Western Zhou,China,1000000,vassalage,active,0.1,0.1,0.1,,royal funeral,once per generation,once per generation,once per generation,royal hunt,monthly,monthly,monthly,elite feast,monthly,monthly,monthly,royal oracle-bone divination,daily,daily,daily,common oracle-bone divination,,,,,6.698970004336019,6.0,,3.333333333333333,0.4818181818181818,0.5555555555555556,4.0,0.2222222222222222,3.0,CnShang,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",109.20411998265593,15.591179225967553,1.6747425010840047
122,CnShang-1100,['Middle Yellow River Valley'],Late Shang,-1100,-1000,5000000.0,1000000.0,,5,4.0,3.0,3.0,390,1.0,,1.0,1.0,1.0,0.1,0.1,,1.0,,0.0,0.1,1.0,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,14.5,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,,,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,,1.0,,0.1,,1.0,-1200.0,['50S'],['East Asia'],Yin,unitary state,Chinese,Sino-Tibetan,Erligang period,continuity,Western Zhou,China,1000000,vassalage,active,0.1,0.1,0.1,,royal funeral,once per generation,once per generation,once per generation,royal hunt,monthly,monthly,monthly,elite feast,monthly,monthly,monthly,royal oracle-bone divination,daily,daily,daily,common oracle-bone divination,,,,,6.698970004336019,6.0,,3.333333333333333,0.4818181818181818,0.5555555555555556,4.0,0.2222222222222222,3.0,CnShang,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",122.20411998265593,11.901857369411795,6.698970004336019
123,CnShang-1000,['Middle Yellow River Valley'],Late Shang,-1000,-900,5000000.0,1000000.0,,5,4.0,3.0,3.0,390,1.0,,1.0,1.0,1.0,0.1,0.1,,1.0,,0.0,0.1,1.0,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,14.5,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,,,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,,1.0,,0.1,,1.0,-1200.0,['50S'],['East Asia'],Yin,unitary state,Chinese,Sino-Tibetan,Erligang period,continuity,Western Zhou,China,1000000,vassalage,active,0.1,0.1,0.1,,royal funeral,once per generation,once per generation,once per generation,royal hunt,monthly,monthly,monthly,elite feast,monthly,monthly,monthly,royal oracle-bone divination,daily,daily,daily,common oracle-bone divination,,,,,6.698970004336019,6.0,,3.333333333333333,0.4818181818181818,0.5555555555555556,4.0,0.2222222222222222,3.0,CnShang,0.1111111111111111,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",128.90308998699194,10.186759201863794,6.698970004336019
124,CnShu3+300,['Middle Yellow River Valley'],Shu Dynasty,300,400,,,,,,,,,,,1.0,0.1,0.1,0.0,,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,1.0,,1.0,1.0,1.0,,['50S'],['East Asia'],,,,,,,,,,,,,,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,,,,,0.5636363636363636,0.6666666666666666,4.0,0.8888888888888888,5.0,CnShu3,0.4444444444444444,"[1, 1, 1, 1, 0, 0, 0, 0, 0]",,0.0,0.0
125,CnSui+600,['Middle Yellow River Valley'],Sui Dynasty,600,700,46000000.0,3000000.0,500000.0,5,6.0,3.0,3.0,1300,,1.0,1.0,0.1,1.0,1.0,1.0,state salary,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,,120,40.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,608.0,['50S'],['East Asia'],Luoyang,unitary state,Chinese,Sino-Tibetan,Northern Zhou,continuity,Early Tang,Chinese,3000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year's celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.662757831681574,6.477121254719663,5.698970004336019,4.0,0.8272727272727273,0.7888888888888889,4.0,1.0,5.0,CnSui,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",297.5884737372405,47.072675449335776,1.9156894579203936
126,CnSui+700,['Middle Yellow River Valley'],Sui Dynasty,700,800,46000000.0,3000000.0,500000.0,5,6.0,3.0,3.0,1300,,1.0,1.0,0.1,1.0,1.0,1.0,state salary,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,,1.0,1.0,1.0,1.0,1.0,,120,40.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,608.0,['50S'],['East Asia'],Luoyang,unitary state,Chinese,Sino-Tibetan,Northern Zhou,continuity,Early Tang,Chinese,3000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,New Year's celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.662757831681574,6.477121254719663,5.698970004336019,4.0,0.8272727272727273,0.7888888888888889,4.0,1.0,5.0,CnSui,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",312.81943329298906,20.6237277692403,7.662757831681574
127,CnTangE+700,"['Middle Yellow River Valley', 'Orkhon Valley']",Tang Dynasty,700,800,37000000.0,5067000.0,1000000.0,7,8.0,2.0,3.0,1400,,1.0,1.0,1.0,0.0,1.0,1.0,state,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2080,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,739.0,"['50S', '48T']","['East Asia', 'Central Eurasia']",Chang'an,unitary state,Chinese,Sino-Tibetan,Sui Dynasty,continuation,Tang Dynasty,China,5000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.568201724066995,6.704750904290671,6.0,4.333333333333333,0.9090909090909092,0.8999999999999999,4.0,1.0,5.0,CnTangE,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",226.30200173641188,9.719387205191127,7.568201724066995
128,CnTangE+800,"['Middle Yellow River Valley', 'Orkhon Valley']",Tang Dynasty,800,900,52800000.0,4100000.0,1000000.0,7,8.0,2.0,3.0,1400,,1.0,1.0,1.0,1.0,1.0,1.0,state,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2080,50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,739.0,"['50S', '48T']","['East Asia', 'Central Eurasia']",Chang'an,unitary state,Chinese,Sino-Tibetan,Sui Dynasty,continuation,Tang Dynasty,China,5000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.722633922533812,6.612783856719736,6.0,4.333333333333333,1.0,0.8999999999999999,4.0,1.0,5.0,CnTangE,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",247.10467236331158,16.824909055688263,7.722633922533812
129,CnTangL+800,['Middle Yellow River Valley'],Tang Dynasty,800,900,40000000.0,3243000.0,1000000.0,7,5.0,2.0,3.0,1300,,1.0,1.0,1.0,1.0,1.0,1.0,state,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11.75,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,819.0,['50S'],['East Asia'],Luoyang,confederated state,Chinese,Sino-Tibetan,Tang Dynasty,continuation,Five Dynasties,China,5000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.602059991327962,6.510946948672973,6.0,3.333333333333333,1.0,0.8999999999999999,4.0,1.0,5.0,CnTangL,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",320.48219112467063,24.365094462095332,7.602059991327962
130,CnTangL+900,['Middle Yellow River Valley'],Tang Dynasty,900,1000,60000000.0,1500000.0,1000000.0,7,5.0,2.0,3.0,1300,,1.0,1.0,1.0,1.0,1.0,1.0,state,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11.75,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,819.0,['50S'],['East Asia'],Luoyang,confederated state,Chinese,Sino-Tibetan,Tang Dynasty,continuation,Five Dynasties,China,5000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.778151250383644,6.176091259055681,6.0,3.333333333333333,1.0,0.8999999999999999,4.0,1.0,5.0,CnTangL,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",335.8068850385324,14.328529939640198,0.0
131,CnTangL+1000,['Middle Yellow River Valley'],Tang Dynasty,1000,1100,60000000.0,1500000.0,1000000.0,7,5.0,2.0,3.0,1300,,1.0,1.0,1.0,1.0,1.0,1.0,state,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11.75,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.1,1.0,1.0,,,1.0,1.0,1.0,819.0,['50S'],['East Asia'],Luoyang,confederated state,Chinese,Sino-Tibetan,Tang Dynasty,continuation,Five Dynasties,China,5000000,none,,1.0,1.0,0.1,,imperial sacrifice at the capital,once per generation,once per generation,once in a lifetime,blood covenant,not applicable,,,New Year celebrations,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.778151250383644,6.176091259055681,6.0,3.333333333333333,1.0,0.8999999999999999,4.0,1.0,5.0,CnTangL,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",351.3631875392997,32.457305790927734,15.556302500767288
132,CnWHan-200,['Middle Yellow River Valley'],Han Empire,-200,-100,45000000.0,2433000.0,250000.0,7,7.0,3.0,6.0,1500,,1.0,,0.1,0.1,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2,2400 m,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,-100.0,['50S'],['East Asia'],Chang 'an,unitary state,Chinese,Sino-Tibetan,Imperial Qin,elite migration,Eastern Han,China,3000000,alliance,moralizing,,1.0,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.653212513775344,6.386142108930818,5.3979400086720375,5.333333333333333,0.7454545454545454,0.8888888888888888,4.0,0.8888888888888888,6.0,CnWHan,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",170.72448520293122,61.7670323095536,30.612850055101376
133,CnWHan-100,['Middle Yellow River Valley'],Han Empire,-100,0,45000000.0,4567000.0,250000.0,7,7.0,3.0,6.0,1500,,1.0,,0.1,0.1,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2,2400 m,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,-100.0,['50S'],['East Asia'],Chang 'an,unitary state,Chinese,Sino-Tibetan,Imperial Qin,elite migration,Eastern Han,China,3000000,alliance,moralizing,,1.0,,,imperial sacrifice at the capital,yearly,yearly,yearly,blood covenant,not applicable,,,Lunar New Year,not applicable,yearly,yearly,ancestor worship,not applicable,seasonally,seasonally,earth worship,not applicable,seasonally,seasonally,,7.653212513775344,6.659631011607001,5.3979400086720375,5.333333333333333,0.7454545454545454,0.8888888888888888,4.0,0.8888888888888888,6.0,CnWHan,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",193.18830286887243,35.01040003433625,15.306425027550688
